dataset,feature,length,model_size,auc
PubMed Central,loss,600,2.8b,0.5234185
PubMed Central,loss,700,2.8b,0.5129015
PubMed Central,loss,800,2.8b,0.5087944999999999
PubMed Central,loss,900,2.8b,0.5025065
PubMed Central,loss,0,6.9b,0.5083175
PubMed Central,loss,100,6.9b,0.508754
PubMed Central,loss,200,6.9b,0.5022785000000001
PubMed Central,loss,300,6.9b,0.5056365
PubMed Central,loss,400,6.9b,0.5226385
PubMed Central,loss,500,6.9b,0.5184070000000001
PubMed Central,loss,600,6.9b,0.5246035
PubMed Central,loss,700,6.9b,0.5172325
PubMed Central,loss,800,6.9b,0.5044625
PubMed Central,loss,900,6.9b,0.5079295
PubMed Central,prob,0,410m,0.506837
PubMed Central,prob,100,410m,0.50275
PubMed Central,prob,200,410m,0.506856
PubMed Central,prob,300,410m,0.507244
PubMed Central,prob,400,410m,0.508384
PubMed Central,prob,500,410m,0.5048370000000001
PubMed Central,prob,600,410m,0.521146
PubMed Central,prob,700,410m,0.5016305
PubMed Central,prob,800,410m,0.514135
PubMed Central,prob,900,410m,0.5113449999999999
PubMed Central,prob,0,1b,0.504589
PubMed Central,prob,100,1b,0.501467
PubMed Central,prob,200,1b,0.508165
PubMed Central,prob,300,1b,0.503807
PubMed Central,prob,400,1b,0.513467
PubMed Central,prob,500,1b,0.507323
PubMed Central,prob,600,1b,0.5226445
PubMed Central,prob,700,1b,0.5024339999999999
PubMed Central,prob,800,1b,0.514246
PubMed Central,prob,900,1b,0.506986
PubMed Central,prob,0,2.8b,0.505207
PubMed Central,prob,100,2.8b,0.5036020000000001
PubMed Central,prob,200,2.8b,0.500411
PubMed Central,prob,300,2.8b,0.504138
PubMed Central,prob,400,2.8b,0.517428
PubMed Central,prob,500,2.8b,0.513358
PubMed Central,prob,600,2.8b,0.524728
PubMed Central,prob,700,2.8b,0.510373
PubMed Central,prob,800,2.8b,0.509954
PubMed Central,prob,900,2.8b,0.5009
PubMed Central,prob,0,6.9b,0.50677
PubMed Central,prob,100,6.9b,0.5069095
PubMed Central,prob,200,6.9b,0.501337
PubMed Central,prob,300,6.9b,0.50519
PubMed Central,prob,400,6.9b,0.5204230000000001
PubMed Central,prob,500,6.9b,0.5170819999999999
PubMed Central,prob,600,6.9b,0.5268535000000001
PubMed Central,prob,700,6.9b,0.5154545
PubMed Central,prob,800,6.9b,0.506326
PubMed Central,prob,900,6.9b,0.506838
PubMed Central,ppl,0,410m,0.5070265
PubMed Central,ppl,100,410m,0.5022445
PubMed Central,ppl,200,410m,0.506822
PubMed Central,ppl,300,410m,0.5075595
PubMed Central,ppl,400,410m,0.5090965
PubMed Central,ppl,500,410m,0.505207
PubMed Central,ppl,600,410m,0.5210515
PubMed Central,ppl,700,410m,0.501181
PubMed Central,ppl,800,410m,0.5143200000000001
PubMed Central,ppl,900,410m,0.511221
PubMed Central,ppl,0,1b,0.5056700000000001
PubMed Central,ppl,100,1b,0.5030025
PubMed Central,ppl,200,1b,0.5077339999999999
PubMed Central,ppl,300,1b,0.5029865
PubMed Central,ppl,400,1b,0.515269
PubMed Central,ppl,500,1b,0.5081944999999999
PubMed Central,ppl,600,1b,0.5201215
PubMed Central,ppl,700,1b,0.5044995
PubMed Central,ppl,800,1b,0.5131615
PubMed Central,ppl,900,1b,0.506124
PubMed Central,ppl,0,2.8b,0.5066445
PubMed Central,ppl,100,2.8b,0.505158
PubMed Central,ppl,200,2.8b,0.5004
PubMed Central,ppl,300,2.8b,0.5048015
PubMed Central,ppl,400,2.8b,0.519046
PubMed Central,ppl,500,2.8b,0.513328
PubMed Central,ppl,600,2.8b,0.5234185
PubMed Central,ppl,700,2.8b,0.5129015
PubMed Central,ppl,800,2.8b,0.5087944999999999
PubMed Central,ppl,900,2.8b,0.5025065
PubMed Central,ppl,0,6.9b,0.5083175
PubMed Central,ppl,100,6.9b,0.508754
PubMed Central,ppl,200,6.9b,0.5022785000000001
PubMed Central,ppl,300,6.9b,0.5056365
PubMed Central,ppl,400,6.9b,0.5226385
PubMed Central,ppl,500,6.9b,0.5184070000000001
PubMed Central,ppl,600,6.9b,0.5246035
PubMed Central,ppl,700,6.9b,0.5172325
PubMed Central,ppl,800,6.9b,0.5044625
PubMed Central,ppl,900,6.9b,0.5079295
PubMed Central,mink_plus,0,410m,0.500752
PubMed Central,mink_plus,100,410m,0.515231
PubMed Central,mink_plus,200,410m,0.507416
PubMed Central,mink_plus,300,410m,0.51447
PubMed Central,mink_plus,400,410m,0.5037560000000001
PubMed Central,mink_plus,500,410m,0.518782
PubMed Central,mink_plus,600,410m,0.5343530000000001
PubMed Central,mink_plus,700,410m,0.5208360000000001
PubMed Central,mink_plus,800,410m,0.5103340000000001
PubMed Central,mink_plus,900,410m,0.5119900000000001
PubMed Central,mink_plus,0,1b,0.511973
PubMed Central,mink_plus,100,1b,0.51658
PubMed Central,mink_plus,200,1b,0.527295
PubMed Central,mink_plus,300,1b,0.521906
PubMed Central,mink_plus,400,1b,0.523731
PubMed Central,mink_plus,500,1b,0.516337
PubMed Central,mink_plus,600,1b,0.5417965
PubMed Central,mink_plus,700,1b,0.515712
PubMed Central,mink_plus,800,1b,0.510267
PubMed Central,mink_plus,900,1b,0.504737
PubMed Central,mink_plus,0,2.8b,0.506263
PubMed Central,mink_plus,100,2.8b,0.521574
PubMed Central,mink_plus,200,2.8b,0.516614
PubMed Central,mink_plus,300,2.8b,0.5089859999999999
PubMed Central,mink_plus,400,2.8b,0.503781
PubMed Central,mink_plus,500,2.8b,0.50287
PubMed Central,mink_plus,600,2.8b,0.528853
PubMed Central,mink_plus,700,2.8b,0.500281
PubMed Central,mink_plus,800,2.8b,0.5023580000000001
PubMed Central,mink_plus,900,2.8b,0.5036435
PubMed Central,mink_plus,0,6.9b,0.5062289999999999
PubMed Central,mink_plus,100,6.9b,0.522268
PubMed Central,mink_plus,200,6.9b,0.501001
PubMed Central,mink_plus,300,6.9b,0.512576
PubMed Central,mink_plus,400,6.9b,0.508017
PubMed Central,mink_plus,500,6.9b,0.515199
PubMed Central,mink_plus,600,6.9b,0.530927
PubMed Central,mink_plus,700,6.9b,0.516893
PubMed Central,mink_plus,800,6.9b,0.507569
PubMed Central,mink_plus,900,6.9b,0.5045869999999999
PubMed Central,zlib,0,410m,0.509811
PubMed Central,zlib,100,410m,0.5117590000000001
PubMed Central,zlib,200,410m,0.5087965
PubMed Central,zlib,300,410m,0.517868
PubMed Central,zlib,400,410m,0.5176215
PubMed Central,zlib,500,410m,0.506506
PubMed Central,zlib,600,410m,0.5194915
PubMed Central,zlib,700,410m,0.5053435
PubMed Central,zlib,800,410m,0.5070709999999999
PubMed Central,zlib,900,410m,0.5171875
PubMed Central,zlib,0,1b,0.5016815
PubMed Central,zlib,100,1b,0.520256
PubMed Central,zlib,200,1b,0.5046729999999999
PubMed Central,zlib,300,1b,0.512537
PubMed Central,zlib,400,1b,0.5269334999999999
PubMed Central,zlib,500,1b,0.501332
PubMed Central,zlib,600,1b,0.5165059999999999
PubMed Central,zlib,700,1b,0.501954
PubMed Central,zlib,800,1b,0.5048195
PubMed Central,zlib,900,1b,0.512725
PubMed Central,zlib,0,2.8b,0.5009135
PubMed Central,zlib,100,2.8b,0.5218315
PubMed Central,zlib,200,2.8b,0.515272
PubMed Central,zlib,300,2.8b,0.500178
PubMed Central,zlib,400,2.8b,0.5324865000000001
PubMed Central,zlib,500,2.8b,0.5065504999999999
PubMed Central,zlib,600,2.8b,0.5211515
PubMed Central,zlib,700,2.8b,0.511441
PubMed Central,zlib,800,2.8b,0.500771
PubMed Central,zlib,900,2.8b,0.502607
PubMed Central,zlib,0,6.9b,0.5001525
PubMed Central,zlib,100,6.9b,0.5266195
PubMed Central,zlib,200,6.9b,0.5178335000000001
PubMed Central,zlib,300,6.9b,0.5011410000000001
PubMed Central,zlib,400,6.9b,0.5384484999999999
PubMed Central,zlib,500,6.9b,0.513944
PubMed Central,zlib,600,6.9b,0.5230245
PubMed Central,zlib,700,6.9b,0.517841
PubMed Central,zlib,800,6.9b,0.504773
PubMed Central,zlib,900,6.9b,0.5045185000000001
PubMed Central,grad,0,410m,0.5096545
PubMed Central,grad,100,410m,0.5150855000000001
PubMed Central,grad,200,410m,0.50989
PubMed Central,grad,300,410m,0.5092734999999999
PubMed Central,grad,400,410m,0.5074835
PubMed Central,grad,500,410m,0.508458
PubMed Central,grad,600,410m,0.503361
PubMed Central,grad,700,410m,0.529252
PubMed Central,grad,800,410m,0.502371
PubMed Central,grad,900,410m,0.5028305
PubMed Central,grad,0,1b,0.5063795
PubMed Central,grad,100,1b,0.506307
PubMed Central,grad,200,1b,0.5038414999999999
PubMed Central,grad,300,1b,0.518232
PubMed Central,grad,400,1b,0.5046155
PubMed Central,grad,500,1b,0.500665
PubMed Central,grad,600,1b,0.5030754999999999
PubMed Central,grad,700,1b,0.5200155000000001
PubMed Central,grad,800,1b,0.5095205
PubMed Central,grad,900,1b,0.501109
PubMed Central,grad,0,2.8b,0.516361
PubMed Central,grad,100,2.8b,0.5151570000000001
PubMed Central,grad,200,2.8b,0.5156780000000001
PubMed Central,grad,300,2.8b,0.5096465
PubMed Central,grad,400,2.8b,0.5162329999999999
PubMed Central,grad,500,2.8b,0.5197215
PubMed Central,grad,600,2.8b,0.520777
PubMed Central,grad,700,2.8b,0.5124305
PubMed Central,grad,800,2.8b,0.516805
PubMed Central,grad,900,2.8b,0.5011705
PubMed Central,grad,0,6.9b,0.50503
PubMed Central,grad,100,6.9b,0.5259455
PubMed Central,grad,200,6.9b,0.506725
PubMed Central,grad,300,6.9b,0.500635
PubMed Central,grad,400,6.9b,0.5098415000000001
PubMed Central,grad,500,6.9b,0.513199
PubMed Central,grad,600,6.9b,0.5031950000000001
PubMed Central,grad,700,6.9b,0.500765
PubMed Central,grad,800,6.9b,0.5268855
PubMed Central,grad,900,6.9b,0.5122629999999999
PubMed Central,refer,0,410m,0.5076925
PubMed Central,refer,100,410m,0.505134
PubMed Central,refer,200,410m,0.505002
PubMed Central,refer,300,410m,0.5058499999999999
PubMed Central,refer,400,410m,0.5027285
PubMed Central,refer,500,410m,0.504997
PubMed Central,refer,600,410m,0.5157515
PubMed Central,refer,700,410m,0.5011485
PubMed Central,refer,800,410m,0.5176160000000001
PubMed Central,refer,900,410m,0.509179
PubMed Central,refer,0,1b,0.5068185000000001
PubMed Central,refer,100,1b,0.505134
PubMed Central,refer,200,1b,0.505002
PubMed Central,refer,300,1b,0.5060285
PubMed Central,refer,400,1b,0.5026619999999999
PubMed Central,refer,500,1b,0.5048144999999999
PubMed Central,refer,600,1b,0.5155814999999999
PubMed Central,refer,700,1b,0.5009975
PubMed Central,refer,800,1b,0.5176485
PubMed Central,refer,900,1b,0.509179
PubMed Central,refer,0,2.8b,0.5068185000000001
PubMed Central,refer,100,2.8b,0.505134
PubMed Central,refer,200,2.8b,0.505002
PubMed Central,refer,300,2.8b,0.5058499999999999
PubMed Central,refer,400,2.8b,0.5027285
PubMed Central,refer,500,2.8b,0.504997
PubMed Central,refer,600,2.8b,0.5157515
PubMed Central,refer,700,2.8b,0.5011485
PubMed Central,refer,800,2.8b,0.5176160000000001
PubMed Central,refer,900,2.8b,0.509179
PubMed Central,refer,0,6.9b,0.506305
PubMed Central,refer,100,6.9b,0.5054995
PubMed Central,refer,200,6.9b,0.5048535000000001
PubMed Central,refer,300,6.9b,0.5058499999999999
PubMed Central,refer,400,6.9b,0.5027285
PubMed Central,refer,500,6.9b,0.504997
PubMed Central,refer,600,6.9b,0.5157515
PubMed Central,refer,700,6.9b,0.5011485
PubMed Central,refer,800,6.9b,0.5176160000000001
PubMed Central,refer,900,6.9b,0.509179
Pile-CC,loss,0,410m,0.5163610000000001
Pile-CC,loss,100,410m,0.515671
Pile-CC,loss,200,410m,0.5177195
Pile-CC,loss,300,410m,0.511267
Pile-CC,loss,400,410m,0.5136145
Pile-CC,loss,500,410m,0.5152605
Pile-CC,loss,600,410m,0.5126055
Pile-CC,loss,700,410m,0.542355
Pile-CC,loss,800,410m,0.5149885
Pile-CC,loss,900,410m,0.50398
Pile-CC,loss,0,1b,0.5152105
Pile-CC,loss,100,1b,0.5153955
Pile-CC,loss,200,1b,0.5184365
Pile-CC,loss,300,1b,0.5059255
Pile-CC,loss,400,1b,0.517032
Pile-CC,loss,500,1b,0.5136015
Pile-CC,loss,600,1b,0.5087215
Pile-CC,loss,700,1b,0.543826
Pile-CC,loss,800,1b,0.516519
Pile-CC,loss,900,1b,0.5049115000000001
Pile-CC,loss,0,2.8b,0.515888
Pile-CC,loss,100,2.8b,0.512557
Pile-CC,loss,200,2.8b,0.5204685
Pile-CC,loss,300,2.8b,0.5020165000000001
Pile-CC,loss,400,2.8b,0.5172945
Pile-CC,loss,500,2.8b,0.5114395
Pile-CC,loss,600,2.8b,0.508148
Pile-CC,loss,700,2.8b,0.5435355000000001
Pile-CC,loss,800,2.8b,0.5155225
Pile-CC,loss,900,2.8b,0.5033725
Pile-CC,loss,0,6.9b,0.5213165
Pile-CC,loss,100,6.9b,0.503814
Pile-CC,loss,200,6.9b,0.528805
Pile-CC,loss,300,6.9b,0.5066755000000001
Pile-CC,loss,400,6.9b,0.5262215000000001
Pile-CC,loss,500,6.9b,0.5045775
Pile-CC,loss,600,6.9b,0.501586
Pile-CC,loss,700,6.9b,0.550022
Pile-CC,loss,800,6.9b,0.5227455000000001
Pile-CC,loss,900,6.9b,0.5084195
Pile-CC,prob,0,410m,0.516435
Pile-CC,prob,100,410m,0.515342
Pile-CC,prob,200,410m,0.517589
Pile-CC,prob,300,410m,0.5113160000000001
Pile-CC,prob,400,410m,0.5136485
Pile-CC,prob,500,410m,0.5155190000000001
Pile-CC,prob,600,410m,0.5125664999999999
Pile-CC,prob,700,410m,0.5420185
Pile-CC,prob,800,410m,0.515075
Pile-CC,prob,900,410m,0.5041359999999999
Pile-CC,prob,0,1b,0.515032
Pile-CC,prob,100,1b,0.5148945
Pile-CC,prob,200,1b,0.5186005
Pile-CC,prob,300,1b,0.506116
Pile-CC,prob,400,1b,0.5169905
Pile-CC,prob,500,1b,0.513679
Pile-CC,prob,600,1b,0.50896
Pile-CC,prob,700,1b,0.5440425
Pile-CC,prob,800,1b,0.516452
Pile-CC,prob,900,1b,0.5050165
Pile-CC,prob,0,2.8b,0.515764
Pile-CC,prob,100,2.8b,0.512626
Pile-CC,prob,200,2.8b,0.520861
Pile-CC,prob,300,2.8b,0.5021059999999999
Pile-CC,prob,400,2.8b,0.5173220000000001
Pile-CC,prob,500,2.8b,0.511641
Pile-CC,prob,600,2.8b,0.5082329999999999
Pile-CC,prob,700,2.8b,0.543586
Pile-CC,prob,800,2.8b,0.5156320000000001
Pile-CC,prob,900,2.8b,0.5032960000000001
Pile-CC,prob,0,6.9b,0.5215799999999999
Pile-CC,prob,100,6.9b,0.504054
Pile-CC,prob,200,6.9b,0.529127
Pile-CC,prob,300,6.9b,0.5065735
Pile-CC,prob,400,6.9b,0.5262765
Pile-CC,prob,500,6.9b,0.5048349999999999
Pile-CC,prob,600,6.9b,0.5014970000000001
Pile-CC,prob,700,6.9b,0.5498069999999999
Pile-CC,prob,800,6.9b,0.522906
Pile-CC,prob,900,6.9b,0.5080765
Pile-CC,ppl,0,410m,0.5163610000000001
Pile-CC,ppl,100,410m,0.515671
Pile-CC,ppl,200,410m,0.5177195
Pile-CC,ppl,300,410m,0.511267
Pile-CC,ppl,400,410m,0.5136145
Pile-CC,ppl,500,410m,0.5152605
Pile-CC,ppl,600,410m,0.5126055
Pile-CC,ppl,700,410m,0.542355
Pile-CC,ppl,800,410m,0.5149885
Pile-CC,ppl,900,410m,0.50398
Pile-CC,ppl,0,1b,0.5152105
Pile-CC,ppl,100,1b,0.5153955
Pile-CC,ppl,200,1b,0.5184365
Pile-CC,ppl,300,1b,0.5059255
Pile-CC,ppl,400,1b,0.517032
Pile-CC,ppl,500,1b,0.5136015
Pile-CC,ppl,600,1b,0.5087215
Pile-CC,ppl,700,1b,0.543826
Pile-CC,ppl,800,1b,0.516519
Pile-CC,ppl,900,1b,0.5049115000000001
Pile-CC,ppl,0,2.8b,0.515888
Pile-CC,ppl,100,2.8b,0.512557
Pile-CC,ppl,200,2.8b,0.5204685
Pile-CC,ppl,300,2.8b,0.5020165000000001
Pile-CC,ppl,400,2.8b,0.5172945
Pile-CC,ppl,500,2.8b,0.5114395
Pile-CC,ppl,600,2.8b,0.508148
Pile-CC,ppl,700,2.8b,0.5435355000000001
Pile-CC,ppl,800,2.8b,0.5155225
Pile-CC,ppl,900,2.8b,0.5033725
Pile-CC,ppl,0,6.9b,0.5213165
Pile-CC,ppl,100,6.9b,0.503814
Pile-CC,ppl,200,6.9b,0.528805
Pile-CC,ppl,300,6.9b,0.5066755000000001
Pile-CC,ppl,400,6.9b,0.5262215000000001
Pile-CC,ppl,500,6.9b,0.5045775
Pile-CC,ppl,600,6.9b,0.501586
Pile-CC,ppl,700,6.9b,0.550022
Pile-CC,ppl,800,6.9b,0.5227455000000001
Pile-CC,ppl,900,6.9b,0.5084195
Pile-CC,mink_plus,0,410m,0.506741
Pile-CC,mink_plus,100,410m,0.5050045
Pile-CC,mink_plus,200,410m,0.500737
Pile-CC,mink_plus,300,410m,0.5035350000000001
Pile-CC,mink_plus,400,410m,0.505543
Pile-CC,mink_plus,500,410m,0.510667
Pile-CC,mink_plus,600,410m,0.5312455
Pile-CC,mink_plus,700,410m,0.507258
Pile-CC,mink_plus,800,410m,0.5029859999999999
Pile-CC,mink_plus,900,410m,0.5045569999999999
Pile-CC,mink_plus,0,1b,0.505541
Pile-CC,mink_plus,100,1b,0.51997
Pile-CC,mink_plus,200,1b,0.515732
Pile-CC,mink_plus,300,1b,0.507826
Pile-CC,mink_plus,400,1b,0.508648
Pile-CC,mink_plus,500,1b,0.501546
Pile-CC,mink_plus,600,1b,0.512478
Pile-CC,mink_plus,700,1b,0.5131060000000001
Pile-CC,mink_plus,800,1b,0.5040830000000001
Pile-CC,mink_plus,900,1b,0.509831
Pile-CC,mink_plus,0,2.8b,0.510358
Pile-CC,mink_plus,100,2.8b,0.501941
Pile-CC,mink_plus,200,2.8b,0.525013
Pile-CC,mink_plus,300,2.8b,0.500426
Pile-CC,mink_plus,400,2.8b,0.518239
Pile-CC,mink_plus,500,2.8b,0.51178
Pile-CC,mink_plus,600,2.8b,0.505725
Pile-CC,mink_plus,700,2.8b,0.525005
Pile-CC,mink_plus,800,2.8b,0.516133
Pile-CC,mink_plus,900,2.8b,0.516942
Pile-CC,mink_plus,0,6.9b,0.508122
Pile-CC,mink_plus,100,6.9b,0.5097560000000001
Pile-CC,mink_plus,200,6.9b,0.541203
Pile-CC,mink_plus,300,6.9b,0.521356
Pile-CC,mink_plus,400,6.9b,0.5499830000000001
Pile-CC,mink_plus,500,6.9b,0.534268
Pile-CC,mink_plus,600,6.9b,0.526606
Pile-CC,mink_plus,700,6.9b,0.5527869999999999
Pile-CC,mink_plus,800,6.9b,0.5557669999999999
Pile-CC,mink_plus,900,6.9b,0.5500579999999999
Pile-CC,zlib,0,410m,0.507709
Pile-CC,zlib,100,410m,0.503188
Pile-CC,zlib,200,410m,0.521092
Pile-CC,zlib,300,410m,0.5130195000000001
Pile-CC,zlib,400,410m,0.5169725000000001
Pile-CC,zlib,500,410m,0.5020045
Pile-CC,zlib,600,410m,0.510737
Pile-CC,zlib,700,410m,0.523563
Pile-CC,zlib,800,410m,0.516927
Pile-CC,zlib,900,410m,0.5062665
Pile-CC,zlib,0,1b,0.506805
Pile-CC,zlib,100,1b,0.5032905
Pile-CC,zlib,200,1b,0.5230665000000001
Pile-CC,zlib,300,1b,0.5098630000000001
Pile-CC,zlib,400,1b,0.5192345
Pile-CC,zlib,500,1b,0.50208
Pile-CC,zlib,600,1b,0.5061589999999999
Pile-CC,zlib,700,1b,0.5250485
Pile-CC,zlib,800,1b,0.5199335
Pile-CC,zlib,900,1b,0.5061765
Pile-CC,zlib,0,2.8b,0.5074255
Pile-CC,zlib,100,2.8b,0.501092
Pile-CC,zlib,200,2.8b,0.5262525
Pile-CC,zlib,300,2.8b,0.5064265
Pile-CC,zlib,400,2.8b,0.519857
Pile-CC,zlib,500,2.8b,0.5030295
Pile-CC,zlib,600,2.8b,0.50599
Pile-CC,zlib,700,2.8b,0.526455
Pile-CC,zlib,800,2.8b,0.517999
Pile-CC,zlib,900,2.8b,0.5054905000000001
Pile-CC,zlib,0,6.9b,0.5128225
Pile-CC,zlib,100,6.9b,0.5069885000000001
Pile-CC,zlib,200,6.9b,0.5333135
Pile-CC,zlib,300,6.9b,0.50322
Pile-CC,zlib,400,6.9b,0.5294415
Pile-CC,zlib,500,6.9b,0.5107745
Pile-CC,zlib,600,6.9b,0.5037455
Pile-CC,zlib,700,6.9b,0.5341484999999999
Pile-CC,zlib,800,6.9b,0.5253285000000001
Pile-CC,zlib,900,6.9b,0.512811
Pile-CC,grad,0,410m,0.5065515
Pile-CC,grad,100,410m,0.5001019999999999
Pile-CC,grad,200,410m,0.506221
Pile-CC,grad,300,410m,0.511019
Pile-CC,grad,400,410m,0.5031574999999999
Pile-CC,grad,500,410m,0.5106504999999999
Pile-CC,grad,600,410m,0.523275
Pile-CC,grad,700,410m,0.503483
Pile-CC,grad,800,410m,0.5017595
Pile-CC,grad,900,410m,0.515153
Pile-CC,grad,0,1b,0.5005775
Pile-CC,grad,100,1b,0.5174684999999999
Pile-CC,grad,200,1b,0.5189915
Pile-CC,grad,300,1b,0.507147
Pile-CC,grad,400,1b,0.500682
Pile-CC,grad,500,1b,0.5046484999999999
Pile-CC,grad,600,1b,0.5058484999999999
Pile-CC,grad,700,1b,0.511933
Pile-CC,grad,800,1b,0.5206915000000001
Pile-CC,grad,900,1b,0.5015375000000001
Pile-CC,grad,0,2.8b,0.50939
Pile-CC,grad,100,2.8b,0.512365
Pile-CC,grad,200,2.8b,0.5194575000000001
Pile-CC,grad,300,2.8b,0.503301
Pile-CC,grad,400,2.8b,0.5074835
Pile-CC,grad,500,2.8b,0.5000105
Pile-CC,grad,600,2.8b,0.5166390000000001
Pile-CC,grad,700,2.8b,0.538178
Pile-CC,grad,800,2.8b,0.5114875
Pile-CC,grad,900,2.8b,0.5074055
Pile-CC,grad,0,6.9b,0.5032739999999999
Pile-CC,grad,100,6.9b,0.5072414999999999
Pile-CC,grad,200,6.9b,0.540902
Pile-CC,grad,300,6.9b,0.5116480000000001
Pile-CC,grad,400,6.9b,0.5132734999999999
Pile-CC,grad,500,6.9b,0.506957
Pile-CC,grad,600,6.9b,0.5000015
Pile-CC,grad,700,6.9b,0.5244044999999999
Pile-CC,grad,800,6.9b,0.522501
Pile-CC,grad,900,6.9b,0.5061194999999999
Pile-CC,refer,0,410m,0.517293
Pile-CC,refer,100,410m,0.5188510000000001
Pile-CC,refer,200,410m,0.51497
Pile-CC,refer,300,410m,0.505045
Pile-CC,refer,400,410m,0.508292
Pile-CC,refer,500,410m,0.5170925
Pile-CC,refer,600,410m,0.50983
Pile-CC,refer,700,410m,0.5338399999999999
Pile-CC,refer,800,410m,0.5061395
Pile-CC,refer,900,410m,0.5045204999999999
Pile-CC,refer,0,1b,0.5133435
Pile-CC,refer,100,1b,0.5188510000000001
Pile-CC,refer,200,1b,0.51497
Pile-CC,refer,300,1b,0.5049585
Pile-CC,refer,400,1b,0.5084044999999999
Pile-CC,refer,500,1b,0.5170650000000001
Pile-CC,refer,600,1b,0.509949
Pile-CC,refer,700,1b,0.5336675
Pile-CC,refer,800,1b,0.5061694999999999
Pile-CC,refer,900,1b,0.5045204999999999
Pile-CC,refer,0,2.8b,0.5133435
Pile-CC,refer,100,2.8b,0.5188510000000001
Pile-CC,refer,200,2.8b,0.51497
Pile-CC,refer,300,2.8b,0.505045
Pile-CC,refer,400,2.8b,0.508292
Pile-CC,refer,500,2.8b,0.5170925
Pile-CC,refer,600,2.8b,0.50983
Pile-CC,refer,700,2.8b,0.5338399999999999
Pile-CC,refer,800,2.8b,0.5061395
Pile-CC,refer,900,2.8b,0.5045204999999999
Pile-CC,refer,0,6.9b,0.5138905
Pile-CC,refer,100,6.9b,0.5186139999999999
Pile-CC,refer,200,6.9b,0.51457
Pile-CC,refer,300,6.9b,0.5050725
Pile-CC,refer,400,6.9b,0.5082835
Pile-CC,refer,500,6.9b,0.5170925
Pile-CC,refer,600,6.9b,0.50983
Pile-CC,refer,700,6.9b,0.5338399999999999
Pile-CC,refer,800,6.9b,0.5061395
Pile-CC,refer,900,6.9b,0.5045204999999999
HackerNews,loss,0,410m,0.5137795000000001
HackerNews,loss,100,410m,0.516972
HackerNews,loss,200,410m,0.5014101941747573
HackerNews,loss,300,410m,0.5221771879483501
HackerNews,loss,400,410m,0.5101012861736335
HackerNews,loss,500,410m,0.5035214285714286
HackerNews,loss,600,410m,0.5115532945736434
HackerNews,loss,700,410m,0.5151404958677686
HackerNews,loss,800,410m,0.5308807339449542
HackerNews,loss,900,410m,0.5134875621890548
HackerNews,loss,0,1b,0.5051815
HackerNews,loss,100,1b,0.5155485
HackerNews,loss,200,1b,0.500180218446602
HackerNews,loss,300,1b,0.5246764705882353
HackerNews,loss,400,1b,0.5105241157556271
HackerNews,loss,500,1b,0.5047464285714286
HackerNews,loss,600,1b,0.5099321705426356
HackerNews,loss,700,1b,0.5141084710743802
HackerNews,loss,800,1b,0.5286743119266055
HackerNews,loss,900,1b,0.5083992537313433
HackerNews,loss,0,2.8b,0.514399
HackerNews,loss,100,2.8b,0.522914
HackerNews,loss,200,2.8b,0.5074156553398059
HackerNews,loss,300,2.8b,0.5317266857962697
HackerNews,loss,400,2.8b,0.5003938906752412
HackerNews,loss,500,2.8b,0.5114428571428571
HackerNews,loss,600,2.8b,0.5177490310077519
HackerNews,loss,700,2.8b,0.522702479338843
HackerNews,loss,800,2.8b,0.538190366972477
HackerNews,loss,900,2.8b,0.5158072139303482
HackerNews,loss,0,6.9b,0.518994
HackerNews,loss,100,6.9b,0.5245659999999999
HackerNews,loss,200,6.9b,0.5114296116504854
HackerNews,loss,300,6.9b,0.5341872309899569
HackerNews,loss,400,6.9b,0.5042202572347266
HackerNews,loss,500,6.9b,0.5181160714285714
HackerNews,loss,600,6.9b,0.523311046511628
HackerNews,loss,700,6.9b,0.5323068181818182
HackerNews,loss,800,6.9b,0.5443061926605505
HackerNews,loss,900,6.9b,0.5203221393034826
HackerNews,prob,0,410m,0.513658
HackerNews,prob,100,410m,0.516715
HackerNews,prob,200,410m,0.50125
HackerNews,prob,300,410m,0.5219899569583931
HackerNews,prob,400,410m,0.51025884244373
HackerNews,prob,500,410m,0.5040285714285715
HackerNews,prob,600,410m,0.5112916666666667
HackerNews,prob,700,410m,0.5152045454545454
HackerNews,prob,800,410m,0.5308188073394495
HackerNews,prob,900,410m,0.5133955223880597
HackerNews,prob,0,1b,0.5052715
HackerNews,prob,100,1b,0.516011
HackerNews,prob,200,1b,0.5005800970873787
HackerNews,prob,300,1b,0.5239426111908178
HackerNews,prob,400,1b,0.510403536977492
HackerNews,prob,500,1b,0.5056035714285714
HackerNews,prob,600,1b,0.5100096899224806
HackerNews,prob,700,1b,0.5136652892561984
HackerNews,prob,800,1b,0.5282844036697247
HackerNews,prob,900,1b,0.508771144278607
HackerNews,prob,0,2.8b,0.5142925
HackerNews,prob,100,2.8b,0.523104
HackerNews,prob,200,2.8b,0.5072415048543689
HackerNews,prob,300,2.8b,0.532180774748924
HackerNews,prob,400,2.8b,0.5005466237942122
HackerNews,prob,500,2.8b,0.5119785714285714
HackerNews,prob,600,2.8b,0.5179612403100775
HackerNews,prob,700,2.8b,0.5229628099173553
HackerNews,prob,800,2.8b,0.5382637614678899
HackerNews,prob,900,2.8b,0.516223880597015
HackerNews,prob,0,6.9b,0.518976
