dataset,feature,length,model_size,auc
Wikipedia (en),Min-K%,0,160m,0.506014
Wikipedia (en),Min-K%,10,160m,0.511846
Wikipedia (en),Min-K%,20,160m,0.5127545
Wikipedia (en),Min-K%,30,160m,0.5007625
Wikipedia (en),Min-K%,40,160m,0.5139050000000001
Wikipedia (en),Min-K%,50,160m,0.502343
Wikipedia (en),Min-K%,60,160m,0.5058360000000001
Wikipedia (en),Min-K%,70,160m,0.525082
Wikipedia (en),Min-K%,80,160m,0.517149
Wikipedia (en),Min-K%,90,160m,0.5101325
Wikipedia (en),Min-K%,0,410m,0.5061485
Wikipedia (en),Min-K%,10,410m,0.514107
Wikipedia (en),Min-K%,20,410m,0.506373
Wikipedia (en),Min-K%,30,410m,0.500062
Wikipedia (en),Min-K%,40,410m,0.513317
Wikipedia (en),Min-K%,50,410m,0.5010384999999999
Wikipedia (en),Min-K%,60,410m,0.505788
Wikipedia (en),Min-K%,70,410m,0.5263490000000001
Wikipedia (en),Min-K%,80,410m,0.519126
Wikipedia (en),Min-K%,90,410m,0.5125335
Wikipedia (en),Min-K%,0,1b,0.5084150000000001
Wikipedia (en),Min-K%,10,1b,0.511762
Wikipedia (en),Min-K%,20,1b,0.508559
Wikipedia (en),Min-K%,30,1b,0.50105
Wikipedia (en),Min-K%,40,1b,0.506591
Wikipedia (en),Min-K%,50,1b,0.5066039999999999
Wikipedia (en),Min-K%,60,1b,0.50349
Wikipedia (en),Min-K%,70,1b,0.532824
Wikipedia (en),Min-K%,80,1b,0.522361
Wikipedia (en),Min-K%,90,1b,0.5218510000000001
Wikipedia (en),Min-K%,0,2.8b,0.503296
Wikipedia (en),Min-K%,10,2.8b,0.50096
Wikipedia (en),Min-K%,20,2.8b,0.516757
Wikipedia (en),Min-K%,30,2.8b,0.515865
Wikipedia (en),Min-K%,40,2.8b,0.502979
Wikipedia (en),Min-K%,50,2.8b,0.5212
Wikipedia (en),Min-K%,60,2.8b,0.506129
Wikipedia (en),Min-K%,70,2.8b,0.550077
Wikipedia (en),Min-K%,80,2.8b,0.539834
Wikipedia (en),Min-K%,90,2.8b,0.5450115
Wikipedia (en),Min-K%,0,6.9b,0.508542
Wikipedia (en),Min-K%,10,6.9b,0.500427
Wikipedia (en),Min-K%,20,6.9b,0.5197120000000001
Wikipedia (en),Min-K%,30,6.9b,0.511523
Wikipedia (en),Min-K%,40,6.9b,0.503802
Wikipedia (en),Min-K%,50,6.9b,0.520424
Wikipedia (en),Min-K%,60,6.9b,0.5085839999999999
Wikipedia (en),Min-K%,70,6.9b,0.548671
Wikipedia (en),Min-K%,80,6.9b,0.534118
Wikipedia (en),Min-K%,90,6.9b,0.5368345000000001
Wikipedia (en),Min-K%,0,12b,0.5041230000000001
Wikipedia (en),Min-K%,10,12b,0.503004
Wikipedia (en),Min-K%,20,12b,0.5219280000000001
Wikipedia (en),Min-K%,30,12b,0.515736
Wikipedia (en),Min-K%,40,12b,0.5084559999999999
Wikipedia (en),Min-K%,50,12b,0.525308
Wikipedia (en),Min-K%,60,12b,0.5114985
Wikipedia (en),Min-K%,70,12b,0.5526465
Wikipedia (en),Min-K%,80,12b,0.537968
Wikipedia (en),Min-K%,90,12b,0.545851
Wikipedia (en),Perplexity,0,160m,0.503408
Wikipedia (en),Perplexity,10,160m,0.515276
Wikipedia (en),Perplexity,20,160m,0.5097725
Wikipedia (en),Perplexity,30,160m,0.5001745000000001
Wikipedia (en),Perplexity,40,160m,0.5156465
Wikipedia (en),Perplexity,50,160m,0.5027825
Wikipedia (en),Perplexity,60,160m,0.5006285
Wikipedia (en),Perplexity,70,160m,0.5259175
Wikipedia (en),Perplexity,80,160m,0.515209
Wikipedia (en),Perplexity,90,160m,0.5135419999999999
Wikipedia (en),Perplexity,0,410m,0.50317
Wikipedia (en),Perplexity,10,410m,0.5131779999999999
Wikipedia (en),Perplexity,20,410m,0.5033385
Wikipedia (en),Perplexity,30,410m,0.500664
Wikipedia (en),Perplexity,40,410m,0.5142135000000001
Wikipedia (en),Perplexity,50,410m,0.50283
Wikipedia (en),Perplexity,60,410m,0.5025514999999999
Wikipedia (en),Perplexity,70,410m,0.5254495
Wikipedia (en),Perplexity,80,410m,0.5163465
Wikipedia (en),Perplexity,90,410m,0.514338
Wikipedia (en),Perplexity,0,1b,0.503043
Wikipedia (en),Perplexity,10,1b,0.5120285
Wikipedia (en),Perplexity,20,1b,0.5031844999999999
Wikipedia (en),Perplexity,30,1b,0.5008165
Wikipedia (en),Perplexity,40,1b,0.5109685
Wikipedia (en),Perplexity,50,1b,0.5079025
Wikipedia (en),Perplexity,60,1b,0.5009215
Wikipedia (en),Perplexity,70,1b,0.5288225
Wikipedia (en),Perplexity,80,1b,0.517972
Wikipedia (en),Perplexity,90,1b,0.5196405
Wikipedia (en),Perplexity,0,2.8b,0.5030859999999999
Wikipedia (en),Perplexity,10,2.8b,0.5035095
Wikipedia (en),Perplexity,20,2.8b,0.512415
Wikipedia (en),Perplexity,30,2.8b,0.507896
Wikipedia (en),Perplexity,40,2.8b,0.50247
Wikipedia (en),Perplexity,50,2.8b,0.5214155
Wikipedia (en),Perplexity,60,2.8b,0.5029714999999999
Wikipedia (en),Perplexity,70,2.8b,0.5439075
Wikipedia (en),Perplexity,80,2.8b,0.5295685
Wikipedia (en),Perplexity,90,2.8b,0.5359605000000001
Wikipedia (en),Perplexity,0,6.9b,0.5063565
Wikipedia (en),Perplexity,10,6.9b,0.5030595
Wikipedia (en),Perplexity,20,6.9b,0.5123475
Wikipedia (en),Perplexity,30,6.9b,0.505945
Wikipedia (en),Perplexity,40,6.9b,0.502354
Wikipedia (en),Perplexity,50,6.9b,0.521126
Wikipedia (en),Perplexity,60,6.9b,0.5038885
Wikipedia (en),Perplexity,70,6.9b,0.5434675
Wikipedia (en),Perplexity,80,6.9b,0.526523
Wikipedia (en),Perplexity,90,6.9b,0.5300644999999999
Wikipedia (en),Perplexity,0,12b,0.503561
Wikipedia (en),Perplexity,10,12b,0.500686
Wikipedia (en),Perplexity,20,12b,0.5153365000000001
Wikipedia (en),Perplexity,30,12b,0.508173
Wikipedia (en),Perplexity,40,12b,0.5009125
Wikipedia (en),Perplexity,50,12b,0.5260335
Wikipedia (en),Perplexity,60,12b,0.506049
Wikipedia (en),Perplexity,70,12b,0.5484344999999999
Wikipedia (en),Perplexity,80,12b,0.530094
Wikipedia (en),Perplexity,90,12b,0.53444
Wikipedia (en),Min-K% ++,0,160m,0.5085169999999999
Wikipedia (en),Min-K% ++,10,160m,0.504832
Wikipedia (en),Min-K% ++,20,160m,0.516674
Wikipedia (en),Min-K% ++,30,160m,0.505052
Wikipedia (en),Min-K% ++,40,160m,0.52211
Wikipedia (en),Min-K% ++,50,160m,0.509281
Wikipedia (en),Min-K% ++,60,160m,0.515501
Wikipedia (en),Min-K% ++,70,160m,0.5053880000000001
Wikipedia (en),Min-K% ++,80,160m,0.501359
Wikipedia (en),Min-K% ++,90,160m,0.5031990000000001
Wikipedia (en),Min-K% ++,0,410m,0.504038
Wikipedia (en),Min-K% ++,10,410m,0.50295
Wikipedia (en),Min-K% ++,20,410m,0.511155
Wikipedia (en),Min-K% ++,30,410m,0.5032150000000001
Wikipedia (en),Min-K% ++,40,410m,0.504629
Wikipedia (en),Min-K% ++,50,410m,0.507161
Wikipedia (en),Min-K% ++,60,410m,0.501039
Wikipedia (en),Min-K% ++,70,410m,0.52548
Wikipedia (en),Min-K% ++,80,410m,0.515299
Wikipedia (en),Min-K% ++,90,410m,0.502443
Wikipedia (en),Min-K% ++,0,1b,0.500511
Wikipedia (en),Min-K% ++,10,1b,0.500815
Wikipedia (en),Min-K% ++,20,1b,0.516463
Wikipedia (en),Min-K% ++,30,1b,0.501009
Wikipedia (en),Min-K% ++,40,1b,0.500607
Wikipedia (en),Min-K% ++,50,1b,0.521139
Wikipedia (en),Min-K% ++,60,1b,0.5005919999999999
Wikipedia (en),Min-K% ++,70,1b,0.5427245
Wikipedia (en),Min-K% ++,80,1b,0.520645
Wikipedia (en),Min-K% ++,90,1b,0.5017210000000001
Wikipedia (en),Min-K% ++,0,2.8b,0.5009399999999999
Wikipedia (en),Min-K% ++,10,2.8b,0.5135980000000001
Wikipedia (en),Min-K% ++,20,2.8b,0.5273555
Wikipedia (en),Min-K% ++,30,2.8b,0.5226005
Wikipedia (en),Min-K% ++,40,2.8b,0.5143515000000001
Wikipedia (en),Min-K% ++,50,2.8b,0.55197
Wikipedia (en),Min-K% ++,60,2.8b,0.5287660000000001
Wikipedia (en),Min-K% ++,70,2.8b,0.573782
Wikipedia (en),Min-K% ++,80,2.8b,0.564206
Wikipedia (en),Min-K% ++,90,2.8b,0.5488305
Wikipedia (en),Min-K% ++,0,6.9b,0.505189
Wikipedia (en),Min-K% ++,10,6.9b,0.5097339999999999
Wikipedia (en),Min-K% ++,20,6.9b,0.527131
Wikipedia (en),Min-K% ++,30,6.9b,0.5163979999999999
Wikipedia (en),Min-K% ++,40,6.9b,0.518061
Wikipedia (en),Min-K% ++,50,6.9b,0.5491779999999999
Wikipedia (en),Min-K% ++,60,6.9b,0.528841
Wikipedia (en),Min-K% ++,70,6.9b,0.5734575000000002
Wikipedia (en),Min-K% ++,80,6.9b,0.5488005
Wikipedia (en),Min-K% ++,90,6.9b,0.5358445000000001
Wikipedia (en),Min-K% ++,0,12b,0.507537
Wikipedia (en),Min-K% ++,10,12b,0.5126850000000001
Wikipedia (en),Min-K% ++,20,12b,0.528015
Wikipedia (en),Min-K% ++,30,12b,0.525927
Wikipedia (en),Min-K% ++,40,12b,0.529109
Wikipedia (en),Min-K% ++,50,12b,0.552743
Wikipedia (en),Min-K% ++,60,12b,0.5341279999999999
Wikipedia (en),Min-K% ++,70,12b,0.57494
Wikipedia (en),Min-K% ++,80,12b,0.557866
Wikipedia (en),Min-K% ++,90,12b,0.551731
Wikipedia (en),Zlib,0,160m,0.5110175
Wikipedia (en),Zlib,10,160m,0.522166
Wikipedia (en),Zlib,20,160m,0.514303
Wikipedia (en),Zlib,30,160m,0.5014230000000001
Wikipedia (en),Zlib,40,160m,0.5079184999999999
Wikipedia (en),Zlib,50,160m,0.5030965000000001
Wikipedia (en),Zlib,60,160m,0.511289
Wikipedia (en),Zlib,70,160m,0.509388
Wikipedia (en),Zlib,80,160m,0.5269809999999999
Wikipedia (en),Zlib,90,160m,0.5124635
Wikipedia (en),Zlib,0,410m,0.5104725
Wikipedia (en),Zlib,10,410m,0.5179215
Wikipedia (en),Zlib,20,410m,0.508171
Wikipedia (en),Zlib,30,410m,0.501614
Wikipedia (en),Zlib,40,410m,0.507453
Wikipedia (en),Zlib,50,410m,0.505942
Wikipedia (en),Zlib,60,410m,0.5090749999999999
Wikipedia (en),Zlib,70,410m,0.5128555
Wikipedia (en),Zlib,80,410m,0.5265455000000001
Wikipedia (en),Zlib,90,410m,0.5072110000000001
Wikipedia (en),Zlib,0,1b,0.511502
Wikipedia (en),Zlib,10,1b,0.516103
Wikipedia (en),Zlib,20,1b,0.5078225000000001
Wikipedia (en),Zlib,30,1b,0.5006665
Wikipedia (en),Zlib,40,1b,0.505066
Wikipedia (en),Zlib,50,1b,0.5105625
Wikipedia (en),Zlib,60,1b,0.5101825
Wikipedia (en),Zlib,70,1b,0.5164125
Wikipedia (en),Zlib,80,1b,0.5267085
Wikipedia (en),Zlib,90,1b,0.500984
Wikipedia (en),Zlib,0,2.8b,0.511168
Wikipedia (en),Zlib,10,2.8b,0.5069775
Wikipedia (en),Zlib,20,2.8b,0.5156095
Wikipedia (en),Zlib,30,2.8b,0.5099164999999999
Wikipedia (en),Zlib,40,2.8b,0.5021085000000001
Wikipedia (en),Zlib,50,2.8b,0.523903
Wikipedia (en),Zlib,60,2.8b,0.5117095
Wikipedia (en),Zlib,70,2.8b,0.5318895
Wikipedia (en),Zlib,80,2.8b,0.540498
Wikipedia (en),Zlib,90,2.8b,0.523557
Wikipedia (en),Zlib,0,6.9b,0.5146930000000001
Wikipedia (en),Zlib,10,6.9b,0.506742
Wikipedia (en),Zlib,20,6.9b,0.5158655
Wikipedia (en),Zlib,30,6.9b,0.5080535
Wikipedia (en),Zlib,40,6.9b,0.5018265
Wikipedia (en),Zlib,50,6.9b,0.5232465
Wikipedia (en),Zlib,60,6.9b,0.513636
Wikipedia (en),Zlib,70,6.9b,0.5311825
Wikipedia (en),Zlib,80,6.9b,0.536656
Wikipedia (en),Zlib,90,6.9b,0.517155
Wikipedia (en),Zlib,0,12b,0.511834
Wikipedia (en),Zlib,10,12b,0.504529
Wikipedia (en),Zlib,20,12b,0.519201
Wikipedia (en),Zlib,30,12b,0.5103535
Wikipedia (en),Zlib,40,12b,0.5047380000000001
Wikipedia (en),Zlib,50,12b,0.528921
Wikipedia (en),Zlib,60,12b,0.515328
Wikipedia (en),Zlib,70,12b,0.5361009999999999
Wikipedia (en),Zlib,80,12b,0.5408285
Wikipedia (en),Zlib,90,12b,0.5230565
Wikipedia (en),Gradient,0,160m,0.5057135
Wikipedia (en),Gradient,10,160m,0.5038480000000001
Wikipedia (en),Gradient,20,160m,0.5004025
Wikipedia (en),Gradient,30,160m,0.5059115000000001
Wikipedia (en),Gradient,40,160m,0.5072274999999999
Wikipedia (en),Gradient,50,160m,0.5082855
Wikipedia (en),Gradient,60,160m,0.503228
Wikipedia (en),Gradient,70,160m,0.515298
Wikipedia (en),Gradient,80,160m,0.5162869999999999
Wikipedia (en),Gradient,90,160m,0.5075835
Wikipedia (en),Gradient,0,410m,0.5391110000000001
Wikipedia (en),Gradient,10,410m,0.5000845
Wikipedia (en),Gradient,20,410m,0.5086485000000001
Wikipedia (en),Gradient,30,410m,0.504849
Wikipedia (en),Gradient,40,410m,0.5176495000000001
Wikipedia (en),Gradient,50,410m,0.5164315
Wikipedia (en),Gradient,60,410m,0.5130395000000001
Wikipedia (en),Gradient,70,410m,0.5093084999999999
Wikipedia (en),Gradient,80,410m,0.5087044999999999
Wikipedia (en),Gradient,90,410m,0.5150845
Wikipedia (en),Gradient,0,1b,0.522671
Wikipedia (en),Gradient,10,1b,0.508005
Wikipedia (en),Gradient,20,1b,0.5151979999999999
Wikipedia (en),Gradient,30,1b,0.5038549999999999
Wikipedia (en),Gradient,40,1b,0.5100315
Wikipedia (en),Gradient,50,1b,0.5054835
Wikipedia (en),Gradient,60,1b,0.519227
Wikipedia (en),Gradient,70,1b,0.506813
Wikipedia (en),Gradient,80,1b,0.5238425
Wikipedia (en),Gradient,90,1b,0.5166115
Wikipedia (en),Gradient,0,2.8b,0.5139015
Wikipedia (en),Gradient,10,2.8b,0.505349
Wikipedia (en),Gradient,20,2.8b,0.507901
Wikipedia (en),Gradient,30,2.8b,0.5264564999999999
Wikipedia (en),Gradient,40,2.8b,0.525385
Wikipedia (en),Gradient,50,2.8b,0.5181775
Wikipedia (en),Gradient,60,2.8b,0.550072
Wikipedia (en),Gradient,70,2.8b,0.525655
Wikipedia (en),Gradient,80,2.8b,0.547779
Wikipedia (en),Gradient,90,2.8b,0.519683
Wikipedia (en),Gradient,0,6.9b,0.5101530000000001
Wikipedia (en),Gradient,10,6.9b,0.5014715000000001
Wikipedia (en),Gradient,20,6.9b,0.511747
Wikipedia (en),Gradient,30,6.9b,0.526232
Wikipedia (en),Gradient,40,6.9b,0.523254
Wikipedia (en),Gradient,50,6.9b,0.5178875000000001
Wikipedia (en),Gradient,60,6.9b,0.5312730000000001
Wikipedia (en),Gradient,70,6.9b,0.5194375
Wikipedia (en),Gradient,80,6.9b,0.5284535
Wikipedia (en),Gradient,90,6.9b,0.5232845
Wikipedia (en),Gradient,0,12b,0.514846
Wikipedia (en),Gradient,10,12b,0.5009440000000001
Wikipedia (en),Gradient,20,12b,0.5196544999999999
Wikipedia (en),Gradient,30,12b,0.514507
Wikipedia (en),Gradient,40,12b,0.5256290000000001
Wikipedia (en),Gradient,50,12b,0.5115135000000001
Wikipedia (en),Gradient,60,12b,0.5205299999999999
Wikipedia (en),Gradient,70,12b,0.518912
Wikipedia (en),Gradient,80,12b,0.5088239999999999
Wikipedia (en),Gradient,90,12b,0.508507
Wikipedia (en),Refer,0,160m,0.5081585000000001
Wikipedia (en),Refer,10,160m,0.5081905
Wikipedia (en),Refer,20,160m,0.5009975
Wikipedia (en),Refer,30,160m,0.5034589999999999
Wikipedia (en),Refer,40,160m,0.513956
Wikipedia (en),Refer,50,160m,0.5038345
Wikipedia (en),Refer,60,160m,0.506495
Wikipedia (en),Refer,70,160m,0.5257455
Wikipedia (en),Refer,80,160m,0.5074970000000001
Wikipedia (en),Refer,90,160m,0.515834
Wikipedia (en),Refer,0,410m,0.508356
Wikipedia (en),Refer,10,410m,0.508163
Wikipedia (en),Refer,20,410m,0.500801
Wikipedia (en),Refer,30,410m,0.503065
Wikipedia (en),Refer,40,410m,0.5138385000000001
Wikipedia (en),Refer,50,410m,0.503709
Wikipedia (en),Refer,60,410m,0.5064395
Wikipedia (en),Refer,70,410m,0.5258715
Wikipedia (en),Refer,80,410m,0.5075665
Wikipedia (en),Refer,90,410m,0.515834
Wikipedia (en),Refer,0,1b,0.508335
Wikipedia (en),Refer,10,1b,0.5082205
Wikipedia (en),Refer,20,1b,0.5008994999999999
Wikipedia (en),Refer,30,1b,0.5031830000000002
Wikipedia (en),Refer,40,1b,0.5139294999999999
Wikipedia (en),Refer,50,1b,0.503836
Wikipedia (en),Refer,60,1b,0.506572
Wikipedia (en),Refer,70,1b,0.5258860000000001
Wikipedia (en),Refer,80,1b,0.5075225000000001
Wikipedia (en),Refer,90,1b,0.515834
Wikipedia (en),Refer,0,2.8b,0.508335
Wikipedia (en),Refer,10,2.8b,0.5082205
Wikipedia (en),Refer,20,2.8b,0.5008994999999999
Wikipedia (en),Refer,30,2.8b,0.5031830000000002
Wikipedia (en),Refer,40,2.8b,0.5139294999999999
Wikipedia (en),Refer,50,2.8b,0.503836
Wikipedia (en),Refer,60,2.8b,0.506572
Wikipedia (en),Refer,70,2.8b,0.5258860000000001
Wikipedia (en),Refer,80,2.8b,0.5075225000000001
Wikipedia (en),Refer,90,2.8b,0.515834
Wikipedia (en),Refer,0,6.9b,0.5084609999999999
Wikipedia (en),Refer,10,6.9b,0.508316
Wikipedia (en),Refer,20,6.9b,0.500914
Wikipedia (en),Refer,30,6.9b,0.503305
Wikipedia (en),Refer,40,6.9b,0.5140315
Wikipedia (en),Refer,50,6.9b,0.5036785
Wikipedia (en),Refer,60,6.9b,0.5062685
Wikipedia (en),Refer,70,6.9b,0.5257535
Wikipedia (en),Refer,80,6.9b,0.5075075
Wikipedia (en),Refer,90,6.9b,0.515834
Wikipedia (en),Refer,0,12b,0.508301
Wikipedia (en),Refer,10,12b,0.5083139999999999
Wikipedia (en),Refer,20,12b,0.501011
Wikipedia (en),Refer,30,12b,0.503175
Wikipedia (en),Refer,40,12b,0.5140159999999999
Wikipedia (en),Refer,50,12b,0.5036430000000001
Wikipedia (en),Refer,60,12b,0.5062534999999999
Wikipedia (en),Refer,70,12b,0.5258670000000001
Wikipedia (en),Refer,80,12b,0.5075395
Wikipedia (en),Refer,90,12b,0.515834
Wikipedia (en),CCD,0,160m,0.519978
Wikipedia (en),CCD,10,160m,0.518373
Wikipedia (en),CCD,20,160m,0.50145
Wikipedia (en),CCD,30,160m,0.514566
Wikipedia (en),CCD,40,160m,0.5028600000000001
Wikipedia (en),CCD,50,160m,0.505829
Wikipedia (en),CCD,60,160m,0.514138
Wikipedia (en),CCD,70,160m,0.5092785
Wikipedia (en),CCD,80,160m,0.525255
Wikipedia (en),CCD,90,160m,0.5214395000000001
Wikipedia (en),CCD,0,410m,0.525757
Wikipedia (en),CCD,10,410m,0.5082705000000001
Wikipedia (en),CCD,20,410m,0.5244925
Wikipedia (en),CCD,30,410m,0.505423
Wikipedia (en),CCD,40,410m,0.510131
Wikipedia (en),CCD,50,410m,0.506938
Wikipedia (en),CCD,60,410m,0.5037135
Wikipedia (en),CCD,70,410m,0.5029650000000001
Wikipedia (en),CCD,80,410m,0.50381
Wikipedia (en),CCD,90,410m,0.5023655
Wikipedia (en),CCD,0,1b,0.5198039999999999
Wikipedia (en),CCD,10,1b,0.523101
Wikipedia (en),CCD,20,1b,0.51695
Wikipedia (en),CCD,30,1b,0.5003409999999999
Wikipedia (en),CCD,40,1b,0.5095810000000001
Wikipedia (en),CCD,50,1b,0.508131
Wikipedia (en),CCD,60,1b,0.5184500000000001
Wikipedia (en),CCD,70,1b,0.507263
Wikipedia (en),CCD,80,1b,0.5018990000000001
Wikipedia (en),CCD,90,1b,0.5166395
Wikipedia (en),CCD,0,2.8b,0.508046
Wikipedia (en),CCD,10,2.8b,0.504582
Wikipedia (en),CCD,20,2.8b,0.5160195
Wikipedia (en),CCD,30,2.8b,0.5006855
Wikipedia (en),CCD,40,2.8b,0.5321575000000001
Wikipedia (en),CCD,50,2.8b,0.50095
Wikipedia (en),CCD,60,2.8b,0.5036780000000001
Wikipedia (en),CCD,70,2.8b,0.5023755
Wikipedia (en),CCD,80,2.8b,0.507169
Wikipedia (en),CCD,90,2.8b,0.5255745000000001
Wikipedia (en),CCD,0,6.9b,0.5236285
Wikipedia (en),CCD,10,6.9b,0.512275
Wikipedia (en),CCD,20,6.9b,0.522722
Wikipedia (en),CCD,30,6.9b,0.501094
Wikipedia (en),CCD,40,6.9b,0.5053415
Wikipedia (en),CCD,50,6.9b,0.5059235000000001
Wikipedia (en),CCD,60,6.9b,0.501965
Wikipedia (en),CCD,70,6.9b,0.500087
Wikipedia (en),CCD,80,6.9b,0.5002975
Wikipedia (en),CCD,90,6.9b,0.5092415000000001
Wikipedia (en),CCD,0,12b,0.5167845
Wikipedia (en),CCD,10,12b,0.5169565
Wikipedia (en),CCD,20,12b,0.5235605000000001
Wikipedia (en),CCD,30,12b,0.5013675
Wikipedia (en),CCD,40,12b,0.5108349999999999
Wikipedia (en),CCD,50,12b,0.5040065
Wikipedia (en),CCD,60,12b,0.506211
Wikipedia (en),CCD,70,12b,0.5102375
Wikipedia (en),CCD,80,12b,0.50039
Wikipedia (en),CCD,90,12b,0.5103725
Wikipedia (en),PAC,0,160m,0.511117
Wikipedia (en),PAC,10,160m,0.501196
Wikipedia (en),PAC,20,160m,0.503633
Wikipedia (en),PAC,30,160m,0.5034420000000001
Wikipedia (en),PAC,40,160m,0.503826
Wikipedia (en),PAC,50,160m,0.507052
Wikipedia (en),PAC,60,160m,0.5011559999999999
Wikipedia (en),PAC,70,160m,0.5189819999999999
Wikipedia (en),PAC,80,160m,0.5109670000000001
Wikipedia (en),PAC,90,160m,0.501452
Wikipedia (en),PAC,0,410m,0.523228
Wikipedia (en),PAC,10,410m,0.503746
Wikipedia (en),PAC,20,410m,0.512015
Wikipedia (en),PAC,30,410m,0.5165919999999999
Wikipedia (en),PAC,40,410m,0.504539
Wikipedia (en),PAC,50,410m,0.505647
Wikipedia (en),PAC,60,410m,0.506123
Wikipedia (en),PAC,70,410m,0.5033099999999999
Wikipedia (en),PAC,80,410m,0.517424
Wikipedia (en),PAC,90,410m,0.503974
Wikipedia (en),PAC,0,1b,0.5212289999999999
Wikipedia (en),PAC,10,1b,0.500418
Wikipedia (en),PAC,20,1b,0.513397
Wikipedia (en),PAC,30,1b,0.5180279999999999
Wikipedia (en),PAC,40,1b,0.503046
Wikipedia (en),PAC,50,1b,0.513782
Wikipedia (en),PAC,60,1b,0.517223
Wikipedia (en),PAC,70,1b,0.511051
Wikipedia (en),PAC,80,1b,0.512128
Wikipedia (en),PAC,90,1b,0.5070890000000001
Wikipedia (en),PAC,0,2.8b,0.5158828416274923
Wikipedia (en),PAC,10,2.8b,0.503687
Wikipedia (en),PAC,20,2.8b,0.512152
Wikipedia (en),PAC,30,2.8b,0.505459
Wikipedia (en),PAC,40,2.8b,0.507802
Wikipedia (en),PAC,50,2.8b,0.506803
Wikipedia (en),PAC,60,2.8b,0.511677
Wikipedia (en),PAC,70,2.8b,0.5209010000000001
Wikipedia (en),PAC,80,2.8b,0.517916
Wikipedia (en),PAC,90,2.8b,0.5006090000000001
Wikipedia (en),PAC,0,6.9b,0.51484
Wikipedia (en),PAC,10,6.9b,0.500718
Wikipedia (en),PAC,20,6.9b,0.506196
Wikipedia (en),PAC,30,6.9b,0.514954
Wikipedia (en),PAC,40,6.9b,0.5043660000000001
Wikipedia (en),PAC,50,6.9b,0.5079549999999999
Wikipedia (en),PAC,60,6.9b,0.507443
Wikipedia (en),PAC,70,6.9b,0.5133890000000001
Wikipedia (en),PAC,80,6.9b,0.511449
Wikipedia (en),PAC,90,6.9b,0.502339
Wikipedia (en),PAC,0,12b,0.527256
Wikipedia (en),PAC,10,12b,0.508418
Wikipedia (en),PAC,20,12b,0.506013
Wikipedia (en),PAC,30,12b,0.508404
Wikipedia (en),PAC,40,12b,0.503117
