dataset,feature,length,model_size,auc
PubMed Central,Perplexity,40,410m,0.5028465430016864
PubMed Central,Perplexity,50,410m,0.5078015202702703
PubMed Central,Perplexity,60,410m,0.5138494983277593
PubMed Central,Perplexity,70,410m,0.5007246621621622
PubMed Central,Perplexity,80,410m,0.5000515202702702
PubMed Central,Perplexity,90,410m,0.5160076013513513
PubMed Central,Perplexity,0,1b,0.5153915525114156
PubMed Central,Perplexity,10,1b,0.5058344594594595
PubMed Central,Perplexity,20,1b,0.5040548060708263
PubMed Central,Perplexity,30,1b,0.5066880269814502
PubMed Central,Perplexity,40,1b,0.5048726812816189
PubMed Central,Perplexity,50,1b,0.5109096283783784
PubMed Central,Perplexity,60,1b,0.5099799331103679
PubMed Central,Perplexity,70,1b,0.5032170608108109
PubMed Central,Perplexity,80,1b,0.5046875000000001
PubMed Central,Perplexity,90,1b,0.515383445945946
PubMed Central,Perplexity,0,2.8b,0.5144098173515982
PubMed Central,Perplexity,10,2.8b,0.5010413851351351
PubMed Central,Perplexity,20,2.8b,0.5077748735244519
PubMed Central,Perplexity,30,2.8b,0.5002352445193929
PubMed Central,Perplexity,40,2.8b,0.5129865092748735
PubMed Central,Perplexity,50,2.8b,0.5158293918918919
PubMed Central,Perplexity,60,2.8b,0.5054983277591973
PubMed Central,Perplexity,70,2.8b,0.5088640202702703
PubMed Central,Perplexity,80,2.8b,0.5123614864864865
PubMed Central,Perplexity,90,2.8b,0.5141697635135135
PubMed Central,Perplexity,0,6.9b,0.5143047945205479
PubMed Central,Perplexity,10,6.9b,0.5022449324324324
PubMed Central,Perplexity,20,6.9b,0.5119013490725126
PubMed Central,Perplexity,30,6.9b,0.5043549747048903
PubMed Central,Perplexity,40,6.9b,0.517264755480607
PubMed Central,Perplexity,50,6.9b,0.5193141891891893
PubMed Central,Perplexity,60,6.9b,0.501331939799331
PubMed Central,Perplexity,70,6.9b,0.5125244932432432
PubMed Central,Perplexity,80,6.9b,0.5155076013513513
PubMed Central,Perplexity,90,6.9b,0.5080532094594594
PubMed Central,Perplexity,0,12b,0.511697488584475
PubMed Central,Perplexity,10,12b,0.5043412162162162
PubMed Central,Perplexity,20,12b,0.5166694772344014
PubMed Central,Perplexity,30,12b,0.5076846543001686
PubMed Central,Perplexity,40,12b,0.5202487352445194
PubMed Central,Perplexity,50,12b,0.5200092905405405
PubMed Central,Perplexity,60,12b,0.5029640468227425
PubMed Central,Perplexity,70,12b,0.514245777027027
PubMed Central,Perplexity,80,12b,0.5152069256756757
PubMed Central,Perplexity,90,12b,0.5060920608108108
PubMed Central,Min-K% ++,0,160m,0.5046529680365297
PubMed Central,Min-K% ++,10,160m,0.5067888513513513
PubMed Central,Min-K% ++,20,160m,0.5229308600337268
PubMed Central,Min-K% ++,30,160m,0.5042942664418213
PubMed Central,Min-K% ++,40,160m,0.5104856661045531
PubMed Central,Min-K% ++,50,160m,0.5028716216216216
PubMed Central,Min-K% ++,60,160m,0.5352625418060202
PubMed Central,Min-K% ++,70,160m,0.5335912162162162
PubMed Central,Min-K% ++,80,160m,0.5027618243243244
PubMed Central,Min-K% ++,90,160m,0.5156376689189189
PubMed Central,Min-K% ++,0,410m,0.5071164383561644
PubMed Central,Min-K% ++,10,410m,0.5073986486486486
PubMed Central,Min-K% ++,20,410m,0.5011079258010118
PubMed Central,Min-K% ++,30,410m,0.5059207419898819
PubMed Central,Min-K% ++,40,410m,0.5010489038785835
PubMed Central,Min-K% ++,50,410m,0.5155903716216216
PubMed Central,Min-K% ++,60,410m,0.5211321070234114
PubMed Central,Min-K% ++,70,410m,0.5030439189189189
PubMed Central,Min-K% ++,80,410m,0.5105777027027028
PubMed Central,Min-K% ++,90,410m,0.5068192567567569
PubMed Central,Min-K% ++,0,1b,0.5182614155251142
PubMed Central,Min-K% ++,10,1b,0.51646875
PubMed Central,Min-K% ++,20,1b,0.5027200674536256
PubMed Central,Min-K% ++,30,1b,0.501752107925801
PubMed Central,Min-K% ++,40,1b,0.5083322091062394
PubMed Central,Min-K% ++,50,1b,0.520191722972973
PubMed Central,Min-K% ++,60,1b,0.5138394648829432
PubMed Central,Min-K% ++,70,1b,0.5016638513513514
PubMed Central,Min-K% ++,80,1b,0.5131148648648649
PubMed Central,Min-K% ++,90,1b,0.500266891891892
PubMed Central,Min-K% ++,0,2.8b,0.5076289954337899
PubMed Central,Min-K% ++,10,2.8b,0.5210844594594595
PubMed Central,Min-K% ++,20,2.8b,0.5210674536256323
PubMed Central,Min-K% ++,30,2.8b,0.5044620573355818
PubMed Central,Min-K% ++,40,2.8b,0.5168684654300169
PubMed Central,Min-K% ++,50,2.8b,0.5405945945945946
PubMed Central,Min-K% ++,60,2.8b,0.5010652173913044
PubMed Central,Min-K% ++,70,2.8b,0.5023327702702703
PubMed Central,Min-K% ++,80,2.8b,0.5276402027027027
PubMed Central,Min-K% ++,90,2.8b,0.5141993243243242
PubMed Central,Min-K% ++,0,6.9b,0.5132956621004566
PubMed Central,Min-K% ++,10,6.9b,0.5312347972972973
PubMed Central,Min-K% ++,20,6.9b,0.5216829679595278
PubMed Central,Min-K% ++,30,6.9b,0.5140438448566611
PubMed Central,Min-K% ++,40,6.9b,0.529912310286678
PubMed Central,Min-K% ++,50,6.9b,0.5498378378378378
PubMed Central,Min-K% ++,60,6.9b,0.5126697324414715
PubMed Central,Min-K% ++,70,6.9b,0.5134425675675676
PubMed Central,Min-K% ++,80,6.9b,0.5389341216216216
PubMed Central,Min-K% ++,90,6.9b,0.5269932432432433
PubMed Central,Min-K% ++,0,12b,0.5076061643835617
PubMed Central,Min-K% ++,10,12b,0.5406249999999999
PubMed Central,Min-K% ++,20,12b,0.5359696458684654
PubMed Central,Min-K% ++,30,12b,0.5326863406408094
PubMed Central,Min-K% ++,40,12b,0.5310674536256323
PubMed Central,Min-K% ++,50,12b,0.5452271959459459
PubMed Central,Min-K% ++,60,12b,0.5114882943143813
PubMed Central,Min-K% ++,70,12b,0.5251283783783783
PubMed Central,Min-K% ++,80,12b,0.5458243243243243
PubMed Central,Min-K% ++,90,12b,0.5362060810810811
PubMed Central,Zlib,0,160m,0.51074200913242
PubMed Central,Zlib,10,160m,0.5143048986486487
PubMed Central,Zlib,20,160m,0.5144772344013491
PubMed Central,Zlib,30,160m,0.5187284991568297
PubMed Central,Zlib,40,160m,0.5017512647554806
PubMed Central,Zlib,50,160m,0.5082347972972974
PubMed Central,Zlib,60,160m,0.5071638795986622
PubMed Central,Zlib,70,160m,0.5088099662162162
PubMed Central,Zlib,80,160m,0.5045481418918919
PubMed Central,Zlib,90,160m,0.5215971283783783
PubMed Central,Zlib,0,410m,0.5127545662100457
PubMed Central,Zlib,10,410m,0.5115202702702704
PubMed Central,Zlib,20,410m,0.5099156829679595
PubMed Central,Zlib,30,410m,0.5135801011804384
PubMed Central,Zlib,40,410m,0.5004443507588533
PubMed Central,Zlib,50,410m,0.5007432432432433
PubMed Central,Zlib,60,410m,0.5061505016722407
PubMed Central,Zlib,70,410m,0.5051841216216216
PubMed Central,Zlib,80,410m,0.5051494932432433
PubMed Central,Zlib,90,410m,0.5249619932432432
PubMed Central,Zlib,0,1b,0.5121906392694063
PubMed Central,Zlib,10,1b,0.5102255067567567
PubMed Central,Zlib,20,1b,0.504760539629005
PubMed Central,Zlib,30,1b,0.5085556492411467
PubMed Central,Zlib,40,1b,0.5037301854974705
PubMed Central,Zlib,50,1b,0.5032381756756756
PubMed Central,Zlib,60,1b,0.500685618729097
PubMed Central,Zlib,70,1b,0.5027981418918919
PubMed Central,Zlib,80,1b,0.5078091216216216
PubMed Central,Zlib,90,1b,0.5225076013513513
PubMed Central,Zlib,0,2.8b,0.5099132420091325
PubMed Central,Zlib,10,2.8b,0.5065565878378377
PubMed Central,Zlib,20,2.8b,0.5081011804384485
PubMed Central,Zlib,30,2.8b,0.5015834738617201
PubMed Central,Zlib,40,2.8b,0.5162984822934233
PubMed Central,Zlib,50,2.8b,0.5109467905405405
PubMed Central,Zlib,60,2.8b,0.5036204013377926
PubMed Central,Zlib,70,2.8b,0.5113952702702702
PubMed Central,Zlib,80,2.8b,0.5167297297297297
PubMed Central,Zlib,90,2.8b,0.5186875
PubMed Central,Zlib,0,6.9b,0.5107374429223744
PubMed Central,Zlib,10,6.9b,0.5045684121621621
PubMed Central,Zlib,20,6.9b,0.5133094435075886
PubMed Central,Zlib,30,6.9b,0.505070826306914
PubMed Central,Zlib,40,6.9b,0.5212546374367621
PubMed Central,Zlib,50,6.9b,0.5142643581081081
PubMed Central,Zlib,60,6.9b,0.5116638795986622
PubMed Central,Zlib,70,6.9b,0.5159974662162162
PubMed Central,Zlib,80,6.9b,0.5204594594594595
PubMed Central,Zlib,90,6.9b,0.5095979729729729
PubMed Central,Zlib,0,12b,0.509093607305936
PubMed Central,Zlib,10,12b,0.5024864864864864
PubMed Central,Zlib,20,12b,0.5192613827993254
PubMed Central,Zlib,30,12b,0.5081121416526139
PubMed Central,Zlib,40,12b,0.523602023608769
PubMed Central,Zlib,50,12b,0.5169358108108109
PubMed Central,Zlib,60,12b,0.5142374581939799
PubMed Central,Zlib,70,12b,0.5172888513513514
PubMed Central,Zlib,80,12b,0.5213023648648649
PubMed Central,Zlib,90,12b,0.5072567567567567
PubMed Central,Gradient,0,160m,0.5092762557077626
PubMed Central,Gradient,10,160m,0.5060380067567568
PubMed Central,Gradient,20,160m,0.5077757166947723
PubMed Central,Gradient,30,160m,0.515783305227656
PubMed Central,Gradient,40,160m,0.5199721753794266
PubMed Central,Gradient,50,160m,0.5024949324324324
PubMed Central,Gradient,60,160m,0.5136446488294314
PubMed Central,Gradient,70,160m,0.5010194256756757
PubMed Central,Gradient,80,160m,0.5080945945945946
PubMed Central,Gradient,90,160m,0.5070591216216216
PubMed Central,Gradient,0,410m,0.504953196347032
PubMed Central,Gradient,10,410m,0.5023445945945946
PubMed Central,Gradient,20,410m,0.5049780775716695
PubMed Central,Gradient,30,410m,0.5304342327150084
PubMed Central,Gradient,40,410m,0.5001483979763912
PubMed Central,Gradient,50,410m,0.506652027027027
PubMed Central,Gradient,60,410m,0.5304966555183948
PubMed Central,Gradient,70,410m,0.5185777027027026
PubMed Central,Gradient,80,410m,0.5110988175675675
PubMed Central,Gradient,90,410m,0.5029636824324325
PubMed Central,Gradient,0,1b,0.5233013698630138
PubMed Central,Gradient,10,1b,0.5053538851351352
PubMed Central,Gradient,20,1b,0.5181880269814503
PubMed Central,Gradient,30,1b,0.5027175379426644
PubMed Central,Gradient,40,1b,0.5014300168634064
PubMed Central,Gradient,50,1b,0.5114434121621622
PubMed Central,Gradient,60,1b,0.5007240802675587
PubMed Central,Gradient,70,1b,0.5226638513513514
PubMed Central,Gradient,80,1b,0.5145506756756757
PubMed Central,Gradient,90,1b,0.5017339527027026
PubMed Central,Gradient,0,2.8b,0.5132214611872146
PubMed Central,Gradient,10,2.8b,0.5022804054054053
PubMed Central,Gradient,20,2.8b,0.5117242833052277
PubMed Central,Gradient,30,2.8b,0.5024797639123103
PubMed Central,Gradient,40,2.8b,0.5045219224283305
PubMed Central,Gradient,50,2.8b,0.525445945945946
PubMed Central,Gradient,60,2.8b,0.507579431438127
PubMed Central,Gradient,70,2.8b,0.5052744932432431
PubMed Central,Gradient,80,2.8b,0.5220008445945946
PubMed Central,Gradient,90,2.8b,0.5000565878378379
PubMed Central,Gradient,0,6.9b,0.5161107305936073
PubMed Central,Gradient,10,6.9b,0.5047229729729729
PubMed Central,Gradient,20,6.9b,0.5077318718381112
PubMed Central,Gradient,30,6.9b,0.5018448566610456
PubMed Central,Gradient,40,6.9b,0.5036096121416526
PubMed Central,Gradient,50,6.9b,0.509112331081081
PubMed Central,Gradient,60,6.9b,0.5128879598662207
PubMed Central,Gradient,70,6.9b,0.509745777027027
PubMed Central,Gradient,80,6.9b,0.5193809121621622
PubMed Central,Gradient,90,6.9b,0.5055608108108107
PubMed Central,Gradient,0,12b,0.5147659817351597
PubMed Central,Gradient,10,12b,0.5067347972972973
PubMed Central,Gradient,20,12b,0.5361382799325464
PubMed Central,Gradient,30,12b,0.5210505902192243
PubMed Central,Gradient,40,12b,0.507456155143339
PubMed Central,Gradient,50,12b,0.5226452702702703
PubMed Central,Gradient,60,12b,0.5129832775919734
PubMed Central,Gradient,70,12b,0.5095988175675675
PubMed Central,Gradient,80,12b,0.5083091216216217
PubMed Central,Gradient,90,12b,0.5157347972972972
PubMed Central,Refer,0,160m,0.500404109589041
PubMed Central,Refer,10,160m,0.5123091216216216
PubMed Central,Refer,20,160m,0.5070725126475548
PubMed Central,Refer,30,160m,0.5133768971332209
PubMed Central,Refer,40,160m,0.5054502529510961
PubMed Central,Refer,50,160m,0.5049256756756757
PubMed Central,Refer,60,160m,0.5119222408026756
PubMed Central,Refer,70,160m,0.5025456081081081
PubMed Central,Refer,80,160m,0.5040118243243243
PubMed Central,Refer,90,160m,0.5190591216216216
PubMed Central,Refer,0,410m,0.5003047945205479
PubMed Central,Refer,10,410m,0.5124096283783783
PubMed Central,Refer,20,410m,0.5070725126475548
PubMed Central,Refer,30,410m,0.5133768971332209
PubMed Central,Refer,40,410m,0.5054502529510961
PubMed Central,Refer,50,410m,0.5049256756756757
PubMed Central,Refer,60,410m,0.5119222408026756
PubMed Central,Refer,70,410m,0.5025456081081081
PubMed Central,Refer,80,410m,0.5040118243243243
PubMed Central,Refer,90,410m,0.5190591216216216
PubMed Central,Refer,0,1b,0.5002568493150685
PubMed Central,Refer,10,1b,0.5121292229729729
PubMed Central,Refer,20,1b,0.5070725126475548
PubMed Central,Refer,30,1b,0.5133768971332209
PubMed Central,Refer,40,1b,0.5054502529510961
PubMed Central,Refer,50,1b,0.5049256756756757
PubMed Central,Refer,60,1b,0.5119222408026756
PubMed Central,Refer,70,1b,0.5025456081081081
PubMed Central,Refer,80,1b,0.5040118243243243
PubMed Central,Refer,90,1b,0.5190591216216216
PubMed Central,Refer,0,2.8b,0.5002568493150685
PubMed Central,Refer,10,2.8b,0.5121292229729729
PubMed Central,Refer,20,2.8b,0.5070725126475548
PubMed Central,Refer,30,2.8b,0.5133768971332209
PubMed Central,Refer,40,2.8b,0.5054502529510961
PubMed Central,Refer,50,2.8b,0.5049256756756757
PubMed Central,Refer,60,2.8b,0.5119222408026756
PubMed Central,Refer,70,2.8b,0.5025456081081081
PubMed Central,Refer,80,2.8b,0.5040118243243243
PubMed Central,Refer,90,2.8b,0.5190591216216216
PubMed Central,Refer,0,6.9b,0.5002260273972603
PubMed Central,Refer,10,6.9b,0.5120920608108108
PubMed Central,Refer,20,6.9b,0.5070725126475548
PubMed Central,Refer,30,6.9b,0.5133768971332209
PubMed Central,Refer,40,6.9b,0.5054502529510961
PubMed Central,Refer,50,6.9b,0.5049256756756757
PubMed Central,Refer,60,6.9b,0.5119222408026756
PubMed Central,Refer,70,6.9b,0.5025456081081081
PubMed Central,Refer,80,6.9b,0.5040118243243243
PubMed Central,Refer,90,6.9b,0.5190591216216216
PubMed Central,Refer,0,12b,0.5003550228310503
PubMed Central,Refer,10,12b,0.5123682432432433
PubMed Central,Refer,20,12b,0.5070725126475548
PubMed Central,Refer,30,12b,0.5133768971332209
PubMed Central,Refer,40,12b,0.5054502529510961
PubMed Central,Refer,50,12b,0.5049256756756757
PubMed Central,Refer,60,12b,0.5119222408026756
PubMed Central,Refer,70,12b,0.5025456081081081
PubMed Central,Refer,80,12b,0.5040118243243243
PubMed Central,Refer,90,12b,0.5190591216216216
PubMed Central,CCD,0,160m,0.5297705479452055
PubMed Central,CCD,10,160m,0.5056790540540541
PubMed Central,CCD,20,160m,0.5220767284991568
PubMed Central,CCD,30,160m,0.537858347386172
PubMed Central,CCD,40,160m,0.5072057335581788
PubMed Central,CCD,50,160m,0.5044459459459459
PubMed Central,CCD,60,160m,0.516794314381271
PubMed Central,CCD,70,160m,0.5204273648648648
PubMed Central,CCD,80,160m,0.5132516891891892
PubMed Central,CCD,90,160m,0.5205996621621622
PubMed Central,CCD,0,410m,0.5042488584474886
PubMed Central,CCD,10,410m,0.5062972972972972
PubMed Central,CCD,20,410m,0.5101374367622259
PubMed Central,CCD,30,410m,0.5210902192242832
PubMed Central,CCD,40,410m,0.5046703204047218
PubMed Central,CCD,50,410m,0.5180118243243244
PubMed Central,CCD,60,410m,0.5270802675585284
PubMed Central,CCD,70,410m,0.5161064189189188
PubMed Central,CCD,80,410m,0.5141942567567568
PubMed Central,CCD,90,410m,0.5083167229729729
PubMed Central,CCD,0,1b,0.5133367579908675
PubMed Central,CCD,10,1b,0.504477195945946
PubMed Central,CCD,20,1b,0.518335581787521
PubMed Central,CCD,30,1b,0.5067942664418212
PubMed Central,CCD,40,1b,0.5076045531197302
PubMed Central,CCD,50,1b,0.5169172297297298
PubMed Central,CCD,60,1b,0.5301914715719063
PubMed Central,CCD,70,1b,0.5005701013513514
PubMed Central,CCD,80,1b,0.501141891891892
PubMed Central,CCD,90,1b,0.5205025337837837
PubMed Central,CCD,0,2.8b,0.5008538812785388
PubMed Central,CCD,10,2.8b,0.5182837837837838
PubMed Central,CCD,20,2.8b,0.510991568296796
PubMed Central,CCD,30,2.8b,0.5211787521079257
PubMed Central,CCD,40,2.8b,0.5053086003372682
PubMed Central,CCD,50,2.8b,0.5073192567567568
PubMed Central,CCD,60,2.8b,0.5325292642140468
PubMed Central,CCD,70,2.8b,0.5104949324324324
PubMed Central,CCD,80,2.8b,0.5074586148648649
PubMed Central,CCD,90,2.8b,0.5160869932432433
PubMed Central,CCD,0,6.9b,0.5203915525114154
PubMed Central,CCD,10,6.9b,0.520956081081081
PubMed Central,CCD,20,6.9b,0.5072588532883643
PubMed Central,CCD,30,6.9b,0.5363254637436763
PubMed Central,CCD,40,6.9b,0.500929173693086
PubMed Central,CCD,50,6.9b,0.5111123310810811
PubMed Central,CCD,60,6.9b,0.5302198996655518
PubMed Central,CCD,70,6.9b,0.5143910472972973
PubMed Central,CCD,80,6.9b,0.5040244932432432
PubMed Central,CCD,90,6.9b,0.5203758445945945
PubMed Central,CCD,0,12b,0.5112191780821917
PubMed Central,CCD,10,12b,0.5272018581081082
PubMed Central,CCD,20,12b,0.5173313659359191
PubMed Central,CCD,30,12b,0.5246188870151771
PubMed Central,CCD,40,12b,0.5057335581787521
PubMed Central,CCD,50,12b,0.506941722972973
PubMed Central,CCD,60,12b,0.530683110367893
PubMed Central,CCD,70,12b,0.5096283783783784
PubMed Central,CCD,80,12b,0.5032719594594595
PubMed Central,CCD,90,12b,0.523235641891892
PubMed Central,PAC,0,160m,0.5061872146118721
PubMed Central,PAC,10,160m,0.5276689189189189
PubMed Central,PAC,20,160m,0.5026087689713322
PubMed Central,PAC,30,160m,0.5091281618887015
PubMed Central,PAC,40,160m,0.5200539629005059
PubMed Central,PAC,50,160m,0.5042787162162162
PubMed Central,PAC,60,160m,0.51326254180602
PubMed Central,PAC,70,160m,0.520043918918919
PubMed Central,PAC,80,160m,0.5138277027027027
PubMed Central,PAC,90,160m,0.5115388513513514
PubMed Central,PAC,0,410m,0.5155365296803653
PubMed Central,PAC,10,410m,0.512956081081081
PubMed Central,PAC,20,410m,0.5038549747048904
PubMed Central,PAC,30,410m,0.5111888701517707
PubMed Central,PAC,40,410m,0.5075598650927488
PubMed Central,PAC,50,410m,0.5143243243243243
PubMed Central,PAC,60,410m,0.5294180602006688
PubMed Central,PAC,70,410m,0.5019847972972973
PubMed Central,PAC,80,410m,0.5044712837837838
PubMed Central,PAC,90,410m,0.5034003378378378
PubMed Central,PAC,0,1b,0.510587899543379
PubMed Central,PAC,10,1b,0.5112668918918919
PubMed Central,PAC,20,1b,0.5033811129848229
PubMed Central,PAC,30,1b,0.5006913996627319
PubMed Central,PAC,40,1b,0.5039527824620573
PubMed Central,PAC,50,1b,0.5080033783783784
PubMed Central,PAC,60,1b,0.5258361204013378
PubMed Central,PAC,70,1b,0.5070101351351352
PubMed Central,PAC,80,1b,0.5070067567567568
PubMed Central,PAC,90,1b,0.5223243243243243
PubMed Central,PAC,0,2.8b,0.5114295834128
PubMed Central,PAC,10,2.8b,0.513625
PubMed Central,PAC,20,2.8b,0.5146172006745362
PubMed Central,PAC,30,2.8b,0.5157639123102866
PubMed Central,PAC,40,2.8b,0.5042951096121416
PubMed Central,PAC,50,2.8b,0.5102263513513514
PubMed Central,PAC,60,2.8b,0.5269999999999999
PubMed Central,PAC,70,2.8b,0.5030574324324324
PubMed Central,PAC,80,2.8b,0.5125625
PubMed Central,PAC,90,2.8b,0.5147060810810812
PubMed Central,PAC,0,6.9b,0.5230022831050228
PubMed Central,PAC,10,6.9b,0.5056807432432432
PubMed Central,PAC,20,6.9b,0.5040539629005059
PubMed Central,PAC,30,6.9b,0.5137639123102866
PubMed Central,PAC,40,6.9b,0.5166222596964587
PubMed Central,PAC,50,6.9b,0.5130658783783784
PubMed Central,PAC,60,6.9b,0.5329264214046823
PubMed Central,PAC,70,6.9b,0.512383445945946
PubMed Central,PAC,80,6.9b,0.5028462837837838
PubMed Central,PAC,90,6.9b,0.5150945945945946
PubMed Central,PAC,0,12b,0.5084474885844749
PubMed Central,PAC,10,12b,0.5033243243243244
PubMed Central,PAC,20,12b,0.5136627318718381
PubMed Central,PAC,30,12b,0.511185497470489
PubMed Central,PAC,40,12b,0.5170269814502529
PubMed Central,PAC,50,12b,0.5129341216216217
PubMed Central,PAC,60,12b,0.5348729096989966
PubMed Central,PAC,70,12b,0.5146824324324324
PubMed Central,PAC,80,12b,0.5002702702702703
PubMed Central,PAC,90,12b,0.5107179054054054
PubMed Central,Samia,0,160m,0.501417808219178
PubMed Central,Samia,10,160m,0.5257972972972973
PubMed Central,Samia,20,160m,0.5069856661045531
PubMed Central,Samia,30,160m,0.5058954468802698
PubMed Central,Samia,40,160m,0.5195160202360877
PubMed Central,Samia,50,160m,0.5201824324324325
PubMed Central,Samia,60,160m,0.5016588628762542
PubMed Central,Samia,70,160m,0.5017212837837838
PubMed Central,Samia,80,160m,0.5012398648648649
PubMed Central,Samia,90,160m,0.5093361486486487
PubMed Central,Samia,0,410m,0.5019566210045662
PubMed Central,Samia,10,410m,0.5182922297297298
PubMed Central,Samia,20,410m,0.5069856661045531
PubMed Central,Samia,30,410m,0.5058954468802698
PubMed Central,Samia,40,410m,0.5195160202360877
PubMed Central,Samia,50,410m,0.5201824324324325
PubMed Central,Samia,60,410m,0.5016588628762542
PubMed Central,Samia,70,410m,0.5017212837837838
PubMed Central,Samia,80,410m,0.5012398648648649
PubMed Central,Samia,90,410m,0.5093361486486487
PubMed Central,Samia,0,1b,0.5151164383561644
PubMed Central,Samia,10,1b,0.5258108108108108
PubMed Central,Samia,20,1b,0.5069856661045531
PubMed Central,Samia,30,1b,0.5058954468802698
PubMed Central,Samia,40,1b,0.5195160202360877
PubMed Central,Samia,50,1b,0.5201824324324325
PubMed Central,Samia,60,1b,0.5016588628762542
PubMed Central,Samia,70,1b,0.5017212837837838
PubMed Central,Samia,80,1b,0.5012398648648649
PubMed Central,Samia,90,1b,0.5093361486486487
PubMed Central,Samia,0,2.8b,0.5029429223744292
PubMed Central,Samia,10,2.8b,0.5195405405405406
PubMed Central,Samia,20,2.8b,0.5069856661045531
PubMed Central,Samia,30,2.8b,0.5058954468802698
PubMed Central,Samia,40,2.8b,0.5195160202360877
PubMed Central,Samia,50,2.8b,0.5201824324324325
PubMed Central,Samia,60,2.8b,0.5016588628762542
PubMed Central,Samia,70,2.8b,0.5017212837837838
PubMed Central,Samia,80,2.8b,0.5012398648648649
PubMed Central,Samia,90,2.8b,0.5093361486486487
PubMed Central,Samia,0,6.9b,0.5248470319634704
PubMed Central,Samia,10,6.9b,0.5249087837837838
PubMed Central,Samia,20,6.9b,0.5069856661045531
PubMed Central,Samia,30,6.9b,0.5058954468802698
PubMed Central,Samia,40,6.9b,0.5195160202360877
PubMed Central,Samia,50,6.9b,0.5201824324324325
PubMed Central,Samia,60,6.9b,0.5016588628762542
PubMed Central,Samia,70,6.9b,0.5017212837837838
PubMed Central,Samia,80,6.9b,0.5012398648648649
PubMed Central,Samia,90,6.9b,0.5093361486486487
PubMed Central,Samia,0,12b,0.5340159817351597
PubMed Central,Samia,10,12b,0.526152027027027
PubMed Central,Samia,20,12b,0.5069856661045531
PubMed Central,Samia,30,12b,0.5058954468802698
PubMed Central,Samia,40,12b,0.5195160202360877
PubMed Central,Samia,50,12b,0.5201824324324325
PubMed Central,Samia,60,12b,0.5016588628762542
PubMed Central,Samia,70,12b,0.5017212837837838
PubMed Central,Samia,80,12b,0.5012398648648649
PubMed Central,Samia,90,12b,0.5093361486486487
Pile-CC,Loss,0,160m,0.5093085
Pile-CC,Loss,10,160m,0.500982
Pile-CC,Loss,20,160m,0.507875
Pile-CC,Loss,30,160m,0.512944
Pile-CC,Loss,40,160m,0.502228
Pile-CC,Loss,50,160m,0.510892
Pile-CC,Loss,60,160m,0.5217040000000001
Pile-CC,Loss,70,160m,0.5027495
Pile-CC,Loss,80,160m,0.5161505
Pile-CC,Loss,90,160m,0.5144185
Pile-CC,Loss,0,410m,0.5091255
Pile-CC,Loss,10,410m,0.50712
Pile-CC,Loss,20,410m,0.5110655
Pile-CC,Loss,30,410m,0.510702
Pile-CC,Loss,40,410m,0.5029195
Pile-CC,Loss,50,410m,0.512735
Pile-CC,Loss,60,410m,0.518218
Pile-CC,Loss,70,410m,0.5001884999999999
Pile-CC,Loss,80,410m,0.5171115
Pile-CC,Loss,90,410m,0.5206575
Pile-CC,Loss,0,1b,0.5058635
Pile-CC,Loss,10,1b,0.5021135000000001
Pile-CC,Loss,20,1b,0.5113265
Pile-CC,Loss,30,1b,0.513331
Pile-CC,Loss,40,1b,0.5031570000000001
Pile-CC,Loss,50,1b,0.507063
Pile-CC,Loss,60,1b,0.5247740000000001
Pile-CC,Loss,70,1b,0.5010300000000001
Pile-CC,Loss,80,1b,0.520013
Pile-CC,Loss,90,1b,0.5259395
Pile-CC,Loss,0,2.8b,0.502691
Pile-CC,Loss,10,2.8b,0.5031255
Pile-CC,Loss,20,2.8b,0.5111835
Pile-CC,Loss,30,2.8b,0.51459
Pile-CC,Loss,40,2.8b,0.5028085
Pile-CC,Loss,50,2.8b,0.505547
Pile-CC,Loss,60,2.8b,0.52439
Pile-CC,Loss,70,2.8b,0.500545
Pile-CC,Loss,80,2.8b,0.520021
Pile-CC,Loss,90,2.8b,0.5278985
Pile-CC,Loss,0,6.9b,0.505449
Pile-CC,Loss,10,6.9b,0.505262
Pile-CC,Loss,20,6.9b,0.517037
Pile-CC,Loss,30,6.9b,0.5089205
Pile-CC,Loss,40,6.9b,0.505538
Pile-CC,Loss,50,6.9b,0.507465
Pile-CC,Loss,60,6.9b,0.531978
Pile-CC,Loss,70,6.9b,0.5039635
Pile-CC,Loss,80,6.9b,0.5260055
Pile-CC,Loss,90,6.9b,0.5382875
Pile-CC,Loss,0,12b,0.5072915
Pile-CC,Loss,10,12b,0.5089005
Pile-CC,Loss,20,12b,0.5217725
Pile-CC,Loss,30,12b,0.5058885
Pile-CC,Loss,40,12b,0.5069925
Pile-CC,Loss,50,12b,0.5122765
Pile-CC,Loss,60,12b,0.5365340000000001
Pile-CC,Loss,70,12b,0.5054365000000001
Pile-CC,Loss,80,12b,0.5316445
Pile-CC,Loss,90,12b,0.54227
Pile-CC,Min-K%,0,160m,0.505054
Pile-CC,Min-K%,10,160m,0.5065005
Pile-CC,Min-K%,20,160m,0.501834
Pile-CC,Min-K%,30,160m,0.517325
Pile-CC,Min-K%,40,160m,0.500631
Pile-CC,Min-K%,50,160m,0.521393
Pile-CC,Min-K%,60,160m,0.518011
Pile-CC,Min-K%,70,160m,0.506408
Pile-CC,Min-K%,80,160m,0.519164
Pile-CC,Min-K%,90,160m,0.5124335
Pile-CC,Min-K%,0,410m,0.508232
