dataset,feature,length,model_size,auc
Wikipedia (en),Perplexity,300,160m,0.520805
Wikipedia (en),Perplexity,400,160m,0.5088984210526316
Wikipedia (en),Perplexity,500,160m,0.501238219895288
Wikipedia (en),Perplexity,600,160m,0.5054893992932862
Wikipedia (en),Perplexity,700,160m,0.5027660455486542
Wikipedia (en),Perplexity,800,160m,0.5177394957983192
Wikipedia (en),Perplexity,900,160m,0.5069353741496598
Wikipedia (en),Perplexity,0,410m,0.5226425
Wikipedia (en),Perplexity,100,410m,0.512972
Wikipedia (en),Perplexity,200,410m,0.51884
Wikipedia (en),Perplexity,300,410m,0.5209794999999999
Wikipedia (en),Perplexity,400,410m,0.5137542105263159
Wikipedia (en),Perplexity,500,410m,0.5013821989528796
Wikipedia (en),Perplexity,600,410m,0.501666077738516
Wikipedia (en),Perplexity,700,410m,0.5044710144927536
Wikipedia (en),Perplexity,800,410m,0.5185504201680673
Wikipedia (en),Perplexity,900,410m,0.5089897959183673
Wikipedia (en),Perplexity,0,1b,0.5206735
Wikipedia (en),Perplexity,100,1b,0.5132829999999999
Wikipedia (en),Perplexity,200,1b,0.520248
Wikipedia (en),Perplexity,300,1b,0.5203335
Wikipedia (en),Perplexity,400,1b,0.5197068421052631
Wikipedia (en),Perplexity,500,1b,0.5010641361256545
Wikipedia (en),Perplexity,600,1b,0.5022994699646643
Wikipedia (en),Perplexity,700,1b,0.5037132505175983
Wikipedia (en),Perplexity,800,1b,0.5203151260504202
Wikipedia (en),Perplexity,900,1b,0.5068503401360545
Wikipedia (en),Perplexity,0,2.8b,0.524087
Wikipedia (en),Perplexity,100,2.8b,0.5222795
Wikipedia (en),Perplexity,200,2.8b,0.5323169999999999
Wikipedia (en),Perplexity,300,2.8b,0.5067425
Wikipedia (en),Perplexity,400,2.8b,0.5371652631578948
Wikipedia (en),Perplexity,500,2.8b,0.5115359947643979
Wikipedia (en),Perplexity,600,2.8b,0.5183321554770318
Wikipedia (en),Perplexity,700,2.8b,0.5067225672877846
Wikipedia (en),Perplexity,800,2.8b,0.53193837535014
Wikipedia (en),Perplexity,900,2.8b,0.5061819727891157
Wikipedia (en),Perplexity,0,6.9b,0.52215
Wikipedia (en),Perplexity,100,6.9b,0.5188785
Wikipedia (en),Perplexity,200,6.9b,0.5295895
Wikipedia (en),Perplexity,300,6.9b,0.511905
Wikipedia (en),Perplexity,400,6.9b,0.5349652631578947
Wikipedia (en),Perplexity,500,6.9b,0.5141799738219895
Wikipedia (en),Perplexity,600,6.9b,0.5169257950530035
Wikipedia (en),Perplexity,700,6.9b,0.5044440993788819
Wikipedia (en),Perplexity,800,6.9b,0.5271344537815126
Wikipedia (en),Perplexity,900,6.9b,0.5038095238095239
Wikipedia (en),Perplexity,0,12b,0.5268315
Wikipedia (en),Perplexity,100,12b,0.5242865
Wikipedia (en),Perplexity,200,12b,0.535382
Wikipedia (en),Perplexity,300,12b,0.509849
Wikipedia (en),Perplexity,400,12b,0.5397073684210526
Wikipedia (en),Perplexity,500,12b,0.5164175392670157
Wikipedia (en),Perplexity,600,12b,0.5206598939929329
Wikipedia (en),Perplexity,700,12b,0.5085900621118012
Wikipedia (en),Perplexity,800,12b,0.5314439775910365
Wikipedia (en),Perplexity,900,12b,0.5078707482993197
Wikipedia (en),Min-K% ++,0,160m,0.5189280000000001
Wikipedia (en),Min-K% ++,100,160m,0.5080425
Wikipedia (en),Min-K% ++,200,160m,0.5104735
Wikipedia (en),Min-K% ++,300,160m,0.500835
Wikipedia (en),Min-K% ++,400,160m,0.5019042105263157
Wikipedia (en),Min-K% ++,500,160m,0.5007212041884817
Wikipedia (en),Min-K% ++,600,160m,0.5076519434628975
Wikipedia (en),Min-K% ++,700,160m,0.5002329192546584
Wikipedia (en),Min-K% ++,800,160m,0.5332605042016807
Wikipedia (en),Min-K% ++,900,160m,0.5086224489795919
Wikipedia (en),Min-K% ++,0,410m,0.525684
Wikipedia (en),Min-K% ++,100,410m,0.518614
Wikipedia (en),Min-K% ++,200,410m,0.515128
Wikipedia (en),Min-K% ++,300,410m,0.5037260000000001
Wikipedia (en),Min-K% ++,400,410m,0.5034642105263157
Wikipedia (en),Min-K% ++,500,410m,0.5073390052356022
Wikipedia (en),Min-K% ++,600,410m,0.5151007067137809
Wikipedia (en),Min-K% ++,700,410m,0.5058198757763975
Wikipedia (en),Min-K% ++,800,410m,0.5419075630252101
Wikipedia (en),Min-K% ++,900,410m,0.5018809523809524
Wikipedia (en),Min-K% ++,0,1b,0.519515
Wikipedia (en),Min-K% ++,100,1b,0.521807
Wikipedia (en),Min-K% ++,200,1b,0.5269699999999999
Wikipedia (en),Min-K% ++,300,1b,0.5112410000000001
Wikipedia (en),Min-K% ++,400,1b,0.5054431578947368
Wikipedia (en),Min-K% ++,500,1b,0.5192395287958116
Wikipedia (en),Min-K% ++,600,1b,0.5083427561837456
Wikipedia (en),Min-K% ++,700,1b,0.5014741200828158
Wikipedia (en),Min-K% ++,800,1b,0.5317619047619047
Wikipedia (en),Min-K% ++,900,1b,0.522734693877551
Wikipedia (en),Min-K% ++,0,2.8b,0.5218379999999999
Wikipedia (en),Min-K% ++,100,2.8b,0.538064
Wikipedia (en),Min-K% ++,200,2.8b,0.5547409999999999
Wikipedia (en),Min-K% ++,300,2.8b,0.525715
Wikipedia (en),Min-K% ++,400,2.8b,0.5401642105263158
Wikipedia (en),Min-K% ++,500,2.8b,0.5450863874345551
Wikipedia (en),Min-K% ++,600,2.8b,0.5488904593639575
Wikipedia (en),Min-K% ++,700,2.8b,0.5443229813664596
Wikipedia (en),Min-K% ++,800,2.8b,0.5866246498599439
Wikipedia (en),Min-K% ++,900,2.8b,0.5429965986394558
Wikipedia (en),Min-K% ++,0,6.9b,0.524269
Wikipedia (en),Min-K% ++,100,6.9b,0.535524
Wikipedia (en),Min-K% ++,200,6.9b,0.5499345
Wikipedia (en),Min-K% ++,300,6.9b,0.517673
Wikipedia (en),Min-K% ++,400,6.9b,0.5335984210526316
Wikipedia (en),Min-K% ++,500,6.9b,0.5443678010471205
Wikipedia (en),Min-K% ++,600,6.9b,0.5388445229681978
Wikipedia (en),Min-K% ++,700,6.9b,0.5405734989648033
Wikipedia (en),Min-K% ++,800,6.9b,0.5524733893557423
Wikipedia (en),Min-K% ++,900,6.9b,0.5365136054421769
Wikipedia (en),Min-K% ++,0,12b,0.532638
Wikipedia (en),Min-K% ++,100,12b,0.543772
Wikipedia (en),Min-K% ++,200,12b,0.5593115
Wikipedia (en),Min-K% ++,300,12b,0.526462
Wikipedia (en),Min-K% ++,400,12b,0.5497736842105263
Wikipedia (en),Min-K% ++,500,12b,0.5491583769633508
Wikipedia (en),Min-K% ++,600,12b,0.5452014134275619
Wikipedia (en),Min-K% ++,700,12b,0.5505797101449275
Wikipedia (en),Min-K% ++,800,12b,0.5838879551820728
Wikipedia (en),Min-K% ++,900,12b,0.5442448979591837
Wikipedia (en),Zlib,0,160m,0.501299
Wikipedia (en),Zlib,100,160m,0.5102615
Wikipedia (en),Zlib,200,160m,0.512688
Wikipedia (en),Zlib,300,160m,0.504389
Wikipedia (en),Zlib,400,160m,0.5018815789473685
Wikipedia (en),Zlib,500,160m,0.5149869109947645
Wikipedia (en),Zlib,600,160m,0.518791519434629
Wikipedia (en),Zlib,700,160m,0.5180921325051759
Wikipedia (en),Zlib,800,160m,0.5356750700280113
Wikipedia (en),Zlib,900,160m,0.5259829931972788
Wikipedia (en),Zlib,0,410m,0.509817
Wikipedia (en),Zlib,100,410m,0.5129545
Wikipedia (en),Zlib,200,410m,0.5172245
Wikipedia (en),Zlib,300,410m,0.51377
Wikipedia (en),Zlib,400,410m,0.5067589473684211
Wikipedia (en),Zlib,500,410m,0.5126590314136126
Wikipedia (en),Zlib,600,410m,0.5174717314487632
Wikipedia (en),Zlib,700,410m,0.5141511387163561
Wikipedia (en),Zlib,800,410m,0.5331092436974789
Wikipedia (en),Zlib,900,410m,0.5120612244897959
Wikipedia (en),Zlib,0,1b,0.5099115
Wikipedia (en),Zlib,100,1b,0.5138235
Wikipedia (en),Zlib,200,1b,0.519285
Wikipedia (en),Zlib,300,1b,0.5177575
Wikipedia (en),Zlib,400,1b,0.5139236842105263
Wikipedia (en),Zlib,500,1b,0.5086812827225131
Wikipedia (en),Zlib,600,1b,0.5218250883392226
Wikipedia (en),Zlib,700,1b,0.5112712215320911
Wikipedia (en),Zlib,800,1b,0.5330280112044817
Wikipedia (en),Zlib,900,1b,0.5110034013605442
Wikipedia (en),Zlib,0,2.8b,0.5150305
Wikipedia (en),Zlib,100,2.8b,0.5228335
Wikipedia (en),Zlib,200,2.8b,0.5338395
Wikipedia (en),Zlib,300,2.8b,0.5052465
Wikipedia (en),Zlib,400,2.8b,0.5337915789473684
Wikipedia (en),Zlib,500,2.8b,0.504015052356021
Wikipedia (en),Zlib,600,2.8b,0.5364531802120142
Wikipedia (en),Zlib,700,2.8b,0.5199057971014492
Wikipedia (en),Zlib,800,2.8b,0.5419509803921568
Wikipedia (en),Zlib,900,2.8b,0.5215323129251701
Wikipedia (en),Zlib,0,6.9b,0.513387
Wikipedia (en),Zlib,100,6.9b,0.5196435
Wikipedia (en),Zlib,200,6.9b,0.5317495
Wikipedia (en),Zlib,300,6.9b,0.510297
Wikipedia (en),Zlib,400,6.9b,0.5307968421052631
Wikipedia (en),Zlib,500,6.9b,0.5062938481675392
Wikipedia (en),Zlib,600,6.9b,0.5350070671378092
Wikipedia (en),Zlib,700,6.9b,0.5181325051759835
Wikipedia (en),Zlib,800,6.9b,0.5365336134453782
Wikipedia (en),Zlib,900,6.9b,0.5186598639455783
Wikipedia (en),Zlib,0,12b,0.5179335
Wikipedia (en),Zlib,100,12b,0.525718
Wikipedia (en),Zlib,200,12b,0.5381745
Wikipedia (en),Zlib,300,12b,0.5087895
Wikipedia (en),Zlib,400,12b,0.5367636842105263
Wikipedia (en),Zlib,500,12b,0.5085170157068063
Wikipedia (en),Zlib,600,12b,0.5400768551236749
Wikipedia (en),Zlib,700,12b,0.5222981366459628
Wikipedia (en),Zlib,800,12b,0.5396624649859944
Wikipedia (en),Zlib,900,12b,0.5234744897959184
Wikipedia (en),Gradient,0,160m,0.5130025
Wikipedia (en),Gradient,100,160m,0.501755
Wikipedia (en),Gradient,200,160m,0.510477
Wikipedia (en),Gradient,300,160m,0.5010619999999999
Wikipedia (en),Gradient,400,160m,0.51132
Wikipedia (en),Gradient,500,160m,0.5069784031413612
Wikipedia (en),Gradient,600,160m,0.5083118374558304
Wikipedia (en),Gradient,700,160m,0.5175942028985507
Wikipedia (en),Gradient,800,160m,0.5185140056022409
Wikipedia (en),Gradient,900,160m,0.5132414965986395
Wikipedia (en),Gradient,0,410m,0.509388
Wikipedia (en),Gradient,100,410m,0.5189475000000001
Wikipedia (en),Gradient,200,410m,0.5002070000000001
Wikipedia (en),Gradient,300,410m,0.527335
Wikipedia (en),Gradient,400,410m,0.5187663157894736
Wikipedia (en),Gradient,500,410m,0.50934554973822
Wikipedia (en),Gradient,600,410m,0.5149779151943463
Wikipedia (en),Gradient,700,410m,0.5059772256728777
Wikipedia (en),Gradient,800,410m,0.5145042016806722
Wikipedia (en),Gradient,900,410m,0.5149795918367347
Wikipedia (en),Gradient,0,1b,0.5154934999999999
Wikipedia (en),Gradient,100,1b,0.5060819999999999
Wikipedia (en),Gradient,200,1b,0.5169174999999999
Wikipedia (en),Gradient,300,1b,0.5101964999999999
Wikipedia (en),Gradient,400,1b,0.5064663157894738
Wikipedia (en),Gradient,500,1b,0.507895942408377
Wikipedia (en),Gradient,600,1b,0.5205936395759717
Wikipedia (en),Gradient,700,1b,0.5142826086956521
Wikipedia (en),Gradient,800,1b,0.540344537815126
Wikipedia (en),Gradient,900,1b,0.5313690476190476
Wikipedia (en),Gradient,0,2.8b,0.510687
Wikipedia (en),Gradient,100,2.8b,0.5153749999999999
Wikipedia (en),Gradient,200,2.8b,0.5272275
Wikipedia (en),Gradient,300,2.8b,0.5351425
Wikipedia (en),Gradient,400,2.8b,0.5137536842105264
Wikipedia (en),Gradient,500,2.8b,0.5132048429319371
Wikipedia (en),Gradient,600,2.8b,0.5385530035335689
Wikipedia (en),Gradient,700,2.8b,0.532748447204969
Wikipedia (en),Gradient,800,2.8b,0.5755560224089635
Wikipedia (en),Gradient,900,2.8b,0.5719897959183673
Wikipedia (en),Gradient,0,6.9b,0.511239
Wikipedia (en),Gradient,100,6.9b,0.5171905
Wikipedia (en),Gradient,200,6.9b,0.531695
Wikipedia (en),Gradient,300,6.9b,0.528545
Wikipedia (en),Gradient,400,6.9b,0.5166152631578947
Wikipedia (en),Gradient,500,6.9b,0.5137598167539266
Wikipedia (en),Gradient,600,6.9b,0.531065371024735
Wikipedia (en),Gradient,700,6.9b,0.5360414078674949
Wikipedia (en),Gradient,800,6.9b,0.5370350140056023
Wikipedia (en),Gradient,900,6.9b,0.5482925170068027
Wikipedia (en),Gradient,0,12b,0.5212895
Wikipedia (en),Gradient,100,12b,0.5032935
Wikipedia (en),Gradient,200,12b,0.5117815
Wikipedia (en),Gradient,300,12b,0.519855
Wikipedia (en),Gradient,400,12b,0.5223078947368421
Wikipedia (en),Gradient,500,12b,0.5016119109947645
Wikipedia (en),Gradient,600,12b,0.5182491166077738
Wikipedia (en),Gradient,700,12b,0.5162836438923396
Wikipedia (en),Gradient,800,12b,0.5193725490196079
Wikipedia (en),Gradient,900,12b,0.5024693877551021
Wikipedia (en),Refer,0,160m,0.512648
Wikipedia (en),Refer,100,160m,0.517631
Wikipedia (en),Refer,200,160m,0.5157315
Wikipedia (en),Refer,300,160m,0.5290175
Wikipedia (en),Refer,400,160m,0.5181184210526315
Wikipedia (en),Refer,500,160m,0.5004214659685864
Wikipedia (en),Refer,600,160m,0.503606890459364
Wikipedia (en),Refer,700,160m,0.5063271221532091
Wikipedia (en),Refer,800,160m,0.5110840336134455
Wikipedia (en),Refer,900,160m,0.5149336734693877
Wikipedia (en),Refer,0,410m,0.512648
Wikipedia (en),Refer,100,410m,0.517631
Wikipedia (en),Refer,200,410m,0.5157315
Wikipedia (en),Refer,300,410m,0.5290175
Wikipedia (en),Refer,400,410m,0.5181184210526315
Wikipedia (en),Refer,500,410m,0.5004214659685864
Wikipedia (en),Refer,600,410m,0.503606890459364
Wikipedia (en),Refer,700,410m,0.5063271221532091
Wikipedia (en),Refer,800,410m,0.5110840336134455
Wikipedia (en),Refer,900,410m,0.5149336734693877
Wikipedia (en),Refer,0,1b,0.512648
Wikipedia (en),Refer,100,1b,0.517631
Wikipedia (en),Refer,200,1b,0.5157315
Wikipedia (en),Refer,300,1b,0.5290175
Wikipedia (en),Refer,400,1b,0.5181184210526315
Wikipedia (en),Refer,500,1b,0.5004214659685864
Wikipedia (en),Refer,600,1b,0.503606890459364
Wikipedia (en),Refer,700,1b,0.5063271221532091
Wikipedia (en),Refer,800,1b,0.5110840336134455
Wikipedia (en),Refer,900,1b,0.5149336734693877
Wikipedia (en),Refer,0,2.8b,0.5126545
Wikipedia (en),Refer,100,2.8b,0.517665
Wikipedia (en),Refer,200,2.8b,0.5157315
Wikipedia (en),Refer,300,2.8b,0.5292079999999999
Wikipedia (en),Refer,400,2.8b,0.5181184210526315
Wikipedia (en),Refer,500,2.8b,0.5004214659685864
Wikipedia (en),Refer,600,2.8b,0.503606890459364
Wikipedia (en),Refer,700,2.8b,0.5063271221532091
Wikipedia (en),Refer,800,2.8b,0.5110840336134455
Wikipedia (en),Refer,900,2.8b,0.5149336734693877
Wikipedia (en),Refer,0,6.9b,0.5128365
Wikipedia (en),Refer,100,6.9b,0.517663
Wikipedia (en),Refer,200,6.9b,0.5157095
Wikipedia (en),Refer,300,6.9b,0.5290699999999999
Wikipedia (en),Refer,400,6.9b,0.5181184210526315
Wikipedia (en),Refer,500,6.9b,0.5004214659685864
Wikipedia (en),Refer,600,6.9b,0.503606890459364
Wikipedia (en),Refer,700,6.9b,0.5064482401656315
Wikipedia (en),Refer,800,6.9b,0.5110840336134455
Wikipedia (en),Refer,900,6.9b,0.5149336734693877
Wikipedia (en),Refer,0,12b,0.5128365
Wikipedia (en),Refer,100,12b,0.517663
Wikipedia (en),Refer,200,12b,0.5157095
Wikipedia (en),Refer,300,12b,0.5290699999999999
Wikipedia (en),Refer,400,12b,0.5181184210526315
Wikipedia (en),Refer,500,12b,0.5004214659685864
Wikipedia (en),Refer,600,12b,0.503606890459364
Wikipedia (en),Refer,700,12b,0.5064482401656315
Wikipedia (en),Refer,800,12b,0.5110840336134455
Wikipedia (en),Refer,900,12b,0.5149336734693877
Wikipedia (en),CCD,0,160m,0.5022895
Wikipedia (en),CCD,100,160m,0.500718
Wikipedia (en),CCD,200,160m,0.5097665
Wikipedia (en),CCD,300,160m,0.5286270000000001
Wikipedia (en),CCD,400,160m,0.5014857894736842
Wikipedia (en),CCD,500,160m,0.5104784031413613
Wikipedia (en),CCD,600,160m,0.5096386925795053
Wikipedia (en),CCD,700,160m,0.5229554865424431
Wikipedia (en),CCD,800,160m,0.515375350140056
Wikipedia (en),CCD,900,160m,0.5138860544217687
Wikipedia (en),CCD,0,410m,0.528062
Wikipedia (en),CCD,100,410m,0.507767
Wikipedia (en),CCD,200,410m,0.5011685
Wikipedia (en),CCD,300,410m,0.550272
Wikipedia (en),CCD,400,410m,0.5094257894736842
Wikipedia (en),CCD,500,410m,0.5272375654450261
Wikipedia (en),CCD,600,410m,0.5020547703180213
Wikipedia (en),CCD,700,410m,0.5051097308488612
Wikipedia (en),CCD,800,410m,0.5038767507002802
Wikipedia (en),CCD,900,410m,0.5366105442176871
Wikipedia (en),CCD,0,1b,0.5398615
Wikipedia (en),CCD,100,1b,0.5068395000000001
Wikipedia (en),CCD,200,1b,0.5017860000000001
Wikipedia (en),CCD,300,1b,0.5296799999999999
Wikipedia (en),CCD,400,1b,0.5112957894736843
Wikipedia (en),CCD,500,1b,0.5146243455497382
Wikipedia (en),CCD,600,1b,0.5119363957597173
Wikipedia (en),CCD,700,1b,0.5097939958592133
Wikipedia (en),CCD,800,1b,0.5060084033613446
Wikipedia (en),CCD,900,1b,0.5424472789115646
Wikipedia (en),CCD,0,2.8b,0.5156645
Wikipedia (en),CCD,100,2.8b,0.502755
Wikipedia (en),CCD,200,2.8b,0.5143875
Wikipedia (en),CCD,300,2.8b,0.543947
Wikipedia (en),CCD,400,2.8b,0.5107236842105263
Wikipedia (en),CCD,500,2.8b,0.5078959424083769
Wikipedia (en),CCD,600,2.8b,0.514684628975265
Wikipedia (en),CCD,700,2.8b,0.5095
Wikipedia (en),CCD,800,2.8b,0.5012366946778712
Wikipedia (en),CCD,900,2.8b,0.5083996598639455
Wikipedia (en),CCD,0,6.9b,0.5181260000000001
Wikipedia (en),CCD,100,6.9b,0.5138465000000001
Wikipedia (en),CCD,200,6.9b,0.505302
Wikipedia (en),CCD,300,6.9b,0.502652
Wikipedia (en),CCD,400,6.9b,0.5089173684210526
Wikipedia (en),CCD,500,6.9b,0.5113979057591623
Wikipedia (en),CCD,600,6.9b,0.5026289752650177
Wikipedia (en),CCD,700,6.9b,0.5058291925465839
Wikipedia (en),CCD,800,6.9b,0.5015000000000001
Wikipedia (en),CCD,900,6.9b,0.5234472789115646
Wikipedia (en),CCD,0,12b,0.5164575
Wikipedia (en),CCD,100,12b,0.500796
Wikipedia (en),CCD,200,12b,0.5036369999999999
Wikipedia (en),CCD,300,12b,0.5149094999999999
Wikipedia (en),CCD,400,12b,0.5056584210526316
Wikipedia (en),CCD,500,12b,0.5162958115183246
Wikipedia (en),CCD,600,12b,0.5016113074204946
Wikipedia (en),CCD,700,12b,0.5048416149068323
Wikipedia (en),CCD,800,12b,0.5045812324929972
Wikipedia (en),CCD,900,12b,0.5209727891156463
Wikipedia (en),PAC,0,160m,0.5005725
Wikipedia (en),PAC,100,160m,0.51818
Wikipedia (en),PAC,200,160m,0.50839
Wikipedia (en),PAC,300,160m,0.522297
Wikipedia (en),PAC,400,160m,0.5150021052631579
Wikipedia (en),PAC,500,160m,0.5228141361256544
Wikipedia (en),PAC,600,160m,0.514613074204947
Wikipedia (en),PAC,700,160m,0.5048260869565218
Wikipedia (en),PAC,800,160m,0.5027675070028012
Wikipedia (en),PAC,900,160m,0.5176020408163264
Wikipedia (en),PAC,0,410m,0.510755
Wikipedia (en),PAC,100,410m,0.519421
Wikipedia (en),PAC,200,410m,0.5227930000000001
Wikipedia (en),PAC,300,410m,0.519052
Wikipedia (en),PAC,400,410m,0.5098347368421052
Wikipedia (en),PAC,500,410m,0.5042185863874346
Wikipedia (en),PAC,600,410m,0.5049310954063604
Wikipedia (en),PAC,700,410m,0.512840579710145
Wikipedia (en),PAC,800,410m,0.5002941176470589
Wikipedia (en),PAC,900,410m,0.5263673469387755
Wikipedia (en),PAC,0,1b,0.504524
Wikipedia (en),PAC,100,1b,0.513152
Wikipedia (en),PAC,200,1b,0.5188280000000001
Wikipedia (en),PAC,300,1b,0.519001
Wikipedia (en),PAC,400,1b,0.5106578947368421
