dataset,feature,length,model_size,auc
Wikipedia (en),Perplexity,400,12b,0.5489347368421053
Wikipedia (en),Perplexity,500,12b,0.5163383507853403
Wikipedia (en),Perplexity,600,12b,0.537423144876325
Wikipedia (en),Perplexity,700,12b,0.5371490683229814
Wikipedia (en),Perplexity,800,12b,0.5367997198879553
Wikipedia (en),Perplexity,900,12b,0.5068180272108843
Wikipedia (en),Min-K% ++,0,160m,0.508238
Wikipedia (en),Min-K% ++,100,160m,0.504445
Wikipedia (en),Min-K% ++,200,160m,0.506669
Wikipedia (en),Min-K% ++,300,160m,0.502551
Wikipedia (en),Min-K% ++,400,160m,0.50206
Wikipedia (en),Min-K% ++,500,160m,0.5101243455497382
Wikipedia (en),Min-K% ++,600,160m,0.5060874558303887
Wikipedia (en),Min-K% ++,700,160m,0.5138674948240166
Wikipedia (en),Min-K% ++,800,160m,0.5222745098039216
Wikipedia (en),Min-K% ++,900,160m,0.5143673469387755
Wikipedia (en),Min-K% ++,0,410m,0.501924
Wikipedia (en),Min-K% ++,100,410m,0.502131
Wikipedia (en),Min-K% ++,200,410m,0.510775
Wikipedia (en),Min-K% ++,300,410m,0.5054145000000001
Wikipedia (en),Min-K% ++,400,410m,0.51131
Wikipedia (en),Min-K% ++,500,410m,0.5092369109947644
Wikipedia (en),Min-K% ++,600,410m,0.5229010600706714
Wikipedia (en),Min-K% ++,700,410m,0.5035010351966873
Wikipedia (en),Min-K% ++,800,410m,0.519532212885154
Wikipedia (en),Min-K% ++,900,410m,0.508517006802721
Wikipedia (en),Min-K% ++,0,1b,0.51117
Wikipedia (en),Min-K% ++,100,1b,0.5138799999999999
Wikipedia (en),Min-K% ++,200,1b,0.518946
Wikipedia (en),Min-K% ++,300,1b,0.5111600000000001
Wikipedia (en),Min-K% ++,400,1b,0.5245484210526316
Wikipedia (en),Min-K% ++,500,1b,0.5090968586387434
Wikipedia (en),Min-K% ++,600,1b,0.5333727915194346
Wikipedia (en),Min-K% ++,700,1b,0.5063043478260869
Wikipedia (en),Min-K% ++,800,1b,0.5181204481792718
Wikipedia (en),Min-K% ++,900,1b,0.53421768707483
Wikipedia (en),Min-K% ++,0,2.8b,0.529362
Wikipedia (en),Min-K% ++,100,2.8b,0.5335209999999999
Wikipedia (en),Min-K% ++,200,2.8b,0.539271
Wikipedia (en),Min-K% ++,300,2.8b,0.538842
Wikipedia (en),Min-K% ++,400,2.8b,0.5608821052631578
Wikipedia (en),Min-K% ++,500,2.8b,0.5229005235602094
Wikipedia (en),Min-K% ++,600,2.8b,0.562673144876325
Wikipedia (en),Min-K% ++,700,2.8b,0.5506376811594202
Wikipedia (en),Min-K% ++,800,2.8b,0.5634397759103642
Wikipedia (en),Min-K% ++,900,2.8b,0.558891156462585
Wikipedia (en),Min-K% ++,0,6.9b,0.520924
Wikipedia (en),Min-K% ++,100,6.9b,0.537239
Wikipedia (en),Min-K% ++,200,6.9b,0.543191
Wikipedia (en),Min-K% ++,300,6.9b,0.532744
Wikipedia (en),Min-K% ++,400,6.9b,0.5592605263157895
Wikipedia (en),Min-K% ++,500,6.9b,0.5268324607329844
Wikipedia (en),Min-K% ++,600,6.9b,0.555237632508834
Wikipedia (en),Min-K% ++,700,6.9b,0.5371718426501035
Wikipedia (en),Min-K% ++,800,6.9b,0.5378543417366947
Wikipedia (en),Min-K% ++,900,6.9b,0.5487619047619048
Wikipedia (en),Min-K% ++,0,12b,0.520531
Wikipedia (en),Min-K% ++,100,12b,0.540039
Wikipedia (en),Min-K% ++,200,12b,0.549997
Wikipedia (en),Min-K% ++,300,12b,0.535415
Wikipedia (en),Min-K% ++,400,12b,0.5637136842105263
Wikipedia (en),Min-K% ++,500,12b,0.5430837696335078
Wikipedia (en),Min-K% ++,600,12b,0.5645353356890459
Wikipedia (en),Min-K% ++,700,12b,0.5568053830227744
Wikipedia (en),Min-K% ++,800,12b,0.5630532212885154
Wikipedia (en),Min-K% ++,900,12b,0.5545544217687075
Wikipedia (en),Zlib,0,160m,0.515941
Wikipedia (en),Zlib,100,160m,0.524203
Wikipedia (en),Zlib,200,160m,0.500003
Wikipedia (en),Zlib,300,160m,0.5080675
Wikipedia (en),Zlib,400,160m,0.5066131578947368
Wikipedia (en),Zlib,500,160m,0.5013448952879581
Wikipedia (en),Zlib,600,160m,0.503939929328622
Wikipedia (en),Zlib,700,160m,0.5213902691511387
Wikipedia (en),Zlib,800,160m,0.529329131652661
Wikipedia (en),Zlib,900,160m,0.5323095238095238
Wikipedia (en),Zlib,0,410m,0.5092885
Wikipedia (en),Zlib,100,410m,0.5210429999999999
Wikipedia (en),Zlib,200,410m,0.502963
Wikipedia (en),Zlib,300,410m,0.5100605
Wikipedia (en),Zlib,400,410m,0.5122931578947368
Wikipedia (en),Zlib,500,410m,0.5029437172774869
Wikipedia (en),Zlib,600,410m,0.5082747349823321
Wikipedia (en),Zlib,700,410m,0.5220890269151138
Wikipedia (en),Zlib,800,410m,0.5282745098039215
Wikipedia (en),Zlib,900,410m,0.5129438775510203
Wikipedia (en),Zlib,0,1b,0.5037215
Wikipedia (en),Zlib,100,1b,0.520409
Wikipedia (en),Zlib,200,1b,0.50621
Wikipedia (en),Zlib,300,1b,0.5107710000000001
Wikipedia (en),Zlib,400,1b,0.5213947368421052
Wikipedia (en),Zlib,500,1b,0.503755890052356
Wikipedia (en),Zlib,600,1b,0.5168666077738515
Wikipedia (en),Zlib,700,1b,0.5257142857142857
Wikipedia (en),Zlib,800,1b,0.5299957983193277
Wikipedia (en),Zlib,900,1b,0.506875850340136
Wikipedia (en),Zlib,0,2.8b,0.5102985
Wikipedia (en),Zlib,100,2.8b,0.5236455
Wikipedia (en),Zlib,200,2.8b,0.5205884999999999
Wikipedia (en),Zlib,300,2.8b,0.500899
Wikipedia (en),Zlib,400,2.8b,0.5452463157894737
Wikipedia (en),Zlib,500,2.8b,0.5065143979057591
Wikipedia (en),Zlib,600,2.8b,0.5352950530035335
Wikipedia (en),Zlib,700,2.8b,0.5388385093167702
Wikipedia (en),Zlib,800,2.8b,0.5440406162464986
Wikipedia (en),Zlib,900,2.8b,0.5145952380952381
Wikipedia (en),Zlib,0,6.9b,0.5071015000000001
Wikipedia (en),Zlib,100,6.9b,0.5247065
Wikipedia (en),Zlib,200,6.9b,0.5187775
Wikipedia (en),Zlib,300,6.9b,0.500219
Wikipedia (en),Zlib,400,6.9b,0.54563
Wikipedia (en),Zlib,500,6.9b,0.5067787958115184
Wikipedia (en),Zlib,600,6.9b,0.5348339222614842
Wikipedia (en),Zlib,700,6.9b,0.5361521739130435
Wikipedia (en),Zlib,800,6.9b,0.540172268907563
Wikipedia (en),Zlib,900,6.9b,0.5108605442176871
Wikipedia (en),Zlib,0,12b,0.509271
Wikipedia (en),Zlib,100,12b,0.5282405
Wikipedia (en),Zlib,200,12b,0.523763
Wikipedia (en),Zlib,300,12b,0.5006124999999999
Wikipedia (en),Zlib,400,12b,0.5527136842105262
Wikipedia (en),Zlib,500,12b,0.5123259162303665
Wikipedia (en),Zlib,600,12b,0.5401448763250883
Wikipedia (en),Zlib,700,12b,0.5396739130434782
Wikipedia (en),Zlib,800,12b,0.5445966386554622
Wikipedia (en),Zlib,900,12b,0.5145629251700681
Wikipedia (en),Gradient,0,160m,0.511055
Wikipedia (en),Gradient,100,160m,0.5191125
Wikipedia (en),Gradient,200,160m,0.5031055
Wikipedia (en),Gradient,300,160m,0.5073384999999999
Wikipedia (en),Gradient,400,160m,0.5049978947368421
Wikipedia (en),Gradient,500,160m,0.5051688481675393
Wikipedia (en),Gradient,600,160m,0.5314787985865724
Wikipedia (en),Gradient,700,160m,0.5136997929606625
Wikipedia (en),Gradient,800,160m,0.5149733893557424
Wikipedia (en),Gradient,900,160m,0.5314557823129251
Wikipedia (en),Gradient,0,410m,0.5048485
Wikipedia (en),Gradient,100,410m,0.514409
Wikipedia (en),Gradient,200,410m,0.5009605
Wikipedia (en),Gradient,300,410m,0.516466
Wikipedia (en),Gradient,400,410m,0.5159257894736843
Wikipedia (en),Gradient,500,410m,0.502026832460733
Wikipedia (en),Gradient,600,410m,0.5006572438162544
Wikipedia (en),Gradient,700,410m,0.5072163561076605
Wikipedia (en),Gradient,800,410m,0.506015406162465
Wikipedia (en),Gradient,900,410m,0.5204132653061224
Wikipedia (en),Gradient,0,1b,0.503937
Wikipedia (en),Gradient,100,1b,0.5077575
Wikipedia (en),Gradient,200,1b,0.501852
Wikipedia (en),Gradient,300,1b,0.5248744999999999
Wikipedia (en),Gradient,400,1b,0.5108842105263158
Wikipedia (en),Gradient,500,1b,0.5182585078534032
Wikipedia (en),Gradient,600,1b,0.5154734982332155
Wikipedia (en),Gradient,700,1b,0.508472049689441
Wikipedia (en),Gradient,800,1b,0.5199159663865546
Wikipedia (en),Gradient,900,1b,0.5287704081632653
Wikipedia (en),Gradient,0,2.8b,0.5025995
Wikipedia (en),Gradient,100,2.8b,0.5340769999999999
Wikipedia (en),Gradient,200,2.8b,0.526767
Wikipedia (en),Gradient,300,2.8b,0.5291505000000001
Wikipedia (en),Gradient,400,2.8b,0.5061299999999999
Wikipedia (en),Gradient,500,2.8b,0.5108606020942408
Wikipedia (en),Gradient,600,2.8b,0.5347517667844522
Wikipedia (en),Gradient,700,2.8b,0.540600414078675
Wikipedia (en),Gradient,800,2.8b,0.5536162464985994
Wikipedia (en),Gradient,900,2.8b,0.5641768707482994
Wikipedia (en),Gradient,0,6.9b,0.5006425
Wikipedia (en),Gradient,100,6.9b,0.5312914999999999
Wikipedia (en),Gradient,200,6.9b,0.5188095
Wikipedia (en),Gradient,300,6.9b,0.5181775
Wikipedia (en),Gradient,400,6.9b,0.5139094736842105
Wikipedia (en),Gradient,500,6.9b,0.5050058900523561
Wikipedia (en),Gradient,600,6.9b,0.5392553003533569
Wikipedia (en),Gradient,700,6.9b,0.5315310559006211
Wikipedia (en),Gradient,800,6.9b,0.5075504201680672
Wikipedia (en),Gradient,900,6.9b,0.5475323129251701
Wikipedia (en),Gradient,0,12b,0.5126195
Wikipedia (en),Gradient,100,12b,0.5341119999999999
Wikipedia (en),Gradient,200,12b,0.5221085
Wikipedia (en),Gradient,300,12b,0.5191505000000001
Wikipedia (en),Gradient,400,12b,0.5205031578947369
Wikipedia (en),Gradient,500,12b,0.5064803664921466
Wikipedia (en),Gradient,600,12b,0.5276651943462898
Wikipedia (en),Gradient,700,12b,0.5142505175983437
Wikipedia (en),Gradient,800,12b,0.5043389355742297
Wikipedia (en),Gradient,900,12b,0.5244472789115646
Wikipedia (en),Refer,0,160m,0.500858
Wikipedia (en),Refer,100,160m,0.5115025
Wikipedia (en),Refer,200,160m,0.5017415000000001
Wikipedia (en),Refer,300,160m,0.5221785
Wikipedia (en),Refer,400,160m,0.52613
Wikipedia (en),Refer,500,160m,0.5019502617801047
Wikipedia (en),Refer,600,160m,0.5153242049469965
Wikipedia (en),Refer,700,160m,0.5233043478260869
Wikipedia (en),Refer,800,160m,0.5158613445378151
Wikipedia (en),Refer,900,160m,0.5307840136054423
Wikipedia (en),Refer,0,410m,0.500858
Wikipedia (en),Refer,100,410m,0.5115025
Wikipedia (en),Refer,200,410m,0.5017415000000001
Wikipedia (en),Refer,300,410m,0.5221785
Wikipedia (en),Refer,400,410m,0.52613
Wikipedia (en),Refer,500,410m,0.5019502617801047
Wikipedia (en),Refer,600,410m,0.5153242049469965
Wikipedia (en),Refer,700,410m,0.5233043478260869
Wikipedia (en),Refer,800,410m,0.5158613445378151
Wikipedia (en),Refer,900,410m,0.5307840136054423
Wikipedia (en),Refer,0,1b,0.500858
Wikipedia (en),Refer,100,1b,0.5115025
Wikipedia (en),Refer,200,1b,0.5017415000000001
Wikipedia (en),Refer,300,1b,0.5221785
Wikipedia (en),Refer,400,1b,0.52613
Wikipedia (en),Refer,500,1b,0.5019502617801047
Wikipedia (en),Refer,600,1b,0.5153242049469965
Wikipedia (en),Refer,700,1b,0.5233043478260869
Wikipedia (en),Refer,800,1b,0.5158613445378151
Wikipedia (en),Refer,900,1b,0.5307840136054423
Wikipedia (en),Refer,0,2.8b,0.500858
Wikipedia (en),Refer,100,2.8b,0.5115025
Wikipedia (en),Refer,200,2.8b,0.5017415000000001
Wikipedia (en),Refer,300,2.8b,0.5221785
Wikipedia (en),Refer,400,2.8b,0.52613
Wikipedia (en),Refer,500,2.8b,0.5019502617801047
Wikipedia (en),Refer,600,2.8b,0.5153242049469965
Wikipedia (en),Refer,700,2.8b,0.5233043478260869
Wikipedia (en),Refer,800,2.8b,0.5158613445378151
Wikipedia (en),Refer,900,2.8b,0.5307840136054423
Wikipedia (en),Refer,0,6.9b,0.500776
Wikipedia (en),Refer,100,6.9b,0.511371
Wikipedia (en),Refer,200,6.9b,0.5017405
Wikipedia (en),Refer,300,6.9b,0.521643
Wikipedia (en),Refer,400,6.9b,0.52613
Wikipedia (en),Refer,500,6.9b,0.5019502617801047
Wikipedia (en),Refer,600,6.9b,0.5153242049469965
Wikipedia (en),Refer,700,6.9b,0.5233043478260869
Wikipedia (en),Refer,800,6.9b,0.5161862745098039
Wikipedia (en),Refer,900,6.9b,0.5307840136054423
Wikipedia (en),Refer,0,12b,0.500776
Wikipedia (en),Refer,100,12b,0.511371
Wikipedia (en),Refer,200,12b,0.5017405
Wikipedia (en),Refer,300,12b,0.521643
Wikipedia (en),Refer,400,12b,0.52613
Wikipedia (en),Refer,500,12b,0.5019502617801047
Wikipedia (en),Refer,600,12b,0.5153242049469965
Wikipedia (en),Refer,700,12b,0.5233447204968944
Wikipedia (en),Refer,800,12b,0.5161862745098039
Wikipedia (en),Refer,900,12b,0.5307840136054423
Wikipedia (en),CCD,0,160m,0.5044664999999999
Wikipedia (en),CCD,100,160m,0.5068105
Wikipedia (en),CCD,200,160m,0.5045525
Wikipedia (en),CCD,300,160m,0.5399735
Wikipedia (en),CCD,400,160m,0.5073247368421052
Wikipedia (en),CCD,500,160m,0.5036950261780104
Wikipedia (en),CCD,600,160m,0.5011554770318021
Wikipedia (en),CCD,700,160m,0.535212215320911
Wikipedia (en),CCD,800,160m,0.5049649859943978
Wikipedia (en),CCD,900,160m,0.5047891156462585
Wikipedia (en),CCD,0,410m,0.5112615
Wikipedia (en),CCD,100,410m,0.52248
Wikipedia (en),CCD,200,410m,0.5157349999999999
Wikipedia (en),CCD,300,410m,0.553026
Wikipedia (en),CCD,400,410m,0.5099305263157895
Wikipedia (en),CCD,500,410m,0.5335765706806282
Wikipedia (en),CCD,600,410m,0.5026775618374558
Wikipedia (en),CCD,700,410m,0.5120910973084887
Wikipedia (en),CCD,800,410m,0.5086400560224089
Wikipedia (en),CCD,900,410m,0.5027840136054421
Wikipedia (en),CCD,0,1b,0.5236485
Wikipedia (en),CCD,100,1b,0.500861
Wikipedia (en),CCD,200,1b,0.502355
Wikipedia (en),CCD,300,1b,0.5295015000000001
Wikipedia (en),CCD,400,1b,0.5205494736842106
Wikipedia (en),CCD,500,1b,0.5333841623036649
Wikipedia (en),CCD,600,1b,0.5007393992932863
Wikipedia (en),CCD,700,1b,0.5268457556935817
Wikipedia (en),CCD,800,1b,0.5160476190476191
Wikipedia (en),CCD,900,1b,0.5287687074829932
Wikipedia (en),CCD,0,2.8b,0.5057389999999999
Wikipedia (en),CCD,100,2.8b,0.5247565
Wikipedia (en),CCD,200,2.8b,0.513056
Wikipedia (en),CCD,300,2.8b,0.56499
Wikipedia (en),CCD,400,2.8b,0.5077310526315789
Wikipedia (en),CCD,500,2.8b,0.5198920157068063
Wikipedia (en),CCD,600,2.8b,0.5016360424028269
Wikipedia (en),CCD,700,2.8b,0.5364233954451345
Wikipedia (en),CCD,800,2.8b,0.517095238095238
Wikipedia (en),CCD,900,2.8b,0.5191258503401361
Wikipedia (en),CCD,0,6.9b,0.5079
Wikipedia (en),CCD,100,6.9b,0.518668
Wikipedia (en),CCD,200,6.9b,0.5003075
Wikipedia (en),CCD,300,6.9b,0.5211920000000001
Wikipedia (en),CCD,400,6.9b,0.5138168421052631
Wikipedia (en),CCD,500,6.9b,0.5328658376963351
Wikipedia (en),CCD,600,6.9b,0.503743816254417
Wikipedia (en),CCD,700,6.9b,0.5115548654244306
Wikipedia (en),CCD,800,6.9b,0.5037352941176472
Wikipedia (en),CCD,900,6.9b,0.5021326530612245
Wikipedia (en),CCD,0,12b,0.5121745
Wikipedia (en),CCD,100,12b,0.5272945
Wikipedia (en),CCD,200,12b,0.5015785
Wikipedia (en),CCD,300,12b,0.537106
Wikipedia (en),CCD,400,12b,0.5068868421052632
Wikipedia (en),CCD,500,12b,0.5227323298429319
Wikipedia (en),CCD,600,12b,0.5278348056537103
Wikipedia (en),CCD,700,12b,0.5156107660455487
Wikipedia (en),CCD,800,12b,0.5055910364145658
Wikipedia (en),CCD,900,12b,0.5138044217687074
Wikipedia (en),PAC,0,160m,0.506534
Wikipedia (en),PAC,100,160m,0.511889
Wikipedia (en),PAC,200,160m,0.512699
Wikipedia (en),PAC,300,160m,0.5049079999999999
Wikipedia (en),PAC,400,160m,0.5016536842105263
Wikipedia (en),PAC,500,160m,0.5038115183246074
Wikipedia (en),PAC,600,160m,0.5074310954063604
Wikipedia (en),PAC,700,160m,0.5079896480331263
Wikipedia (en),PAC,800,160m,0.5124425770308123
Wikipedia (en),PAC,900,160m,0.5131428571428571
Wikipedia (en),PAC,0,410m,0.505104
Wikipedia (en),PAC,100,410m,0.513057
Wikipedia (en),PAC,200,410m,0.504969
Wikipedia (en),PAC,300,410m,0.509172
Wikipedia (en),PAC,400,410m,0.501378947368421
Wikipedia (en),PAC,500,410m,0.500464659685864
Wikipedia (en),PAC,600,410m,0.5215795053003534
Wikipedia (en),PAC,700,410m,0.503575569358178
Wikipedia (en),PAC,800,410m,0.5036386554621849
Wikipedia (en),PAC,900,410m,0.5297585034013605
Wikipedia (en),PAC,0,1b,0.511336
Wikipedia (en),PAC,100,1b,0.5025850000000001
Wikipedia (en),PAC,200,1b,0.504091
Wikipedia (en),PAC,300,1b,0.505159
Wikipedia (en),PAC,400,1b,0.5047431578947368
Wikipedia (en),PAC,500,1b,0.5027447643979057
Wikipedia (en),PAC,600,1b,0.5222614840989399
