dataset,feature,length,model_size,auc
Wikipedia (en),Zlib,0,160m,0.5075770000000001
Wikipedia (en),Zlib,10,160m,0.5102040000000001
Wikipedia (en),Zlib,20,160m,0.520768
Wikipedia (en),Zlib,30,160m,0.504167
Wikipedia (en),Zlib,40,160m,0.513754
Wikipedia (en),Zlib,50,160m,0.5090185
Wikipedia (en),Zlib,60,160m,0.5066515
Wikipedia (en),Zlib,70,160m,0.515065
Wikipedia (en),Zlib,80,160m,0.5032479999999999
Wikipedia (en),Zlib,90,160m,0.525073
Wikipedia (en),Zlib,0,410m,0.5003755000000001
Wikipedia (en),Zlib,10,410m,0.5105519999999999
Wikipedia (en),Zlib,20,410m,0.5161735
Wikipedia (en),Zlib,30,410m,0.5062605
Wikipedia (en),Zlib,40,410m,0.515038
Wikipedia (en),Zlib,50,410m,0.509046
Wikipedia (en),Zlib,60,410m,0.5157015
Wikipedia (en),Zlib,70,410m,0.5175204999999999
Wikipedia (en),Zlib,80,410m,0.5055235
Wikipedia (en),Zlib,90,410m,0.5153035
Wikipedia (en),Zlib,0,1b,0.502475
Wikipedia (en),Zlib,10,1b,0.507857
Wikipedia (en),Zlib,20,1b,0.51634
Wikipedia (en),Zlib,30,1b,0.502678
Wikipedia (en),Zlib,40,1b,0.5122015
Wikipedia (en),Zlib,50,1b,0.5080635
Wikipedia (en),Zlib,60,1b,0.517514
Wikipedia (en),Zlib,70,1b,0.5198035
Wikipedia (en),Zlib,80,1b,0.503962
Wikipedia (en),Zlib,90,1b,0.5051935000000001
Wikipedia (en),Zlib,0,2.8b,0.5137
Wikipedia (en),Zlib,10,2.8b,0.517224
Wikipedia (en),Zlib,20,2.8b,0.5172615
Wikipedia (en),Zlib,30,2.8b,0.511172
Wikipedia (en),Zlib,40,2.8b,0.5015095
Wikipedia (en),Zlib,50,2.8b,0.5022085
Wikipedia (en),Zlib,60,2.8b,0.515528
Wikipedia (en),Zlib,70,2.8b,0.533497
Wikipedia (en),Zlib,80,2.8b,0.5102674999999999
Wikipedia (en),Zlib,90,2.8b,0.5152885
Wikipedia (en),Zlib,0,6.9b,0.5114485
Wikipedia (en),Zlib,10,6.9b,0.5146310000000001
Wikipedia (en),Zlib,20,6.9b,0.518648
Wikipedia (en),Zlib,30,6.9b,0.510905
Wikipedia (en),Zlib,40,6.9b,0.5004145
Wikipedia (en),Zlib,50,6.9b,0.501094
Wikipedia (en),Zlib,60,6.9b,0.515323
Wikipedia (en),Zlib,70,6.9b,0.5312730000000001
Wikipedia (en),Zlib,80,6.9b,0.5082795
Wikipedia (en),Zlib,90,6.9b,0.5095285
Wikipedia (en),Zlib,0,12b,0.5142265
Wikipedia (en),Zlib,10,12b,0.5158820000000001
Wikipedia (en),Zlib,20,12b,0.520535
Wikipedia (en),Zlib,30,12b,0.51271
Wikipedia (en),Zlib,40,12b,0.504965
Wikipedia (en),Zlib,50,12b,0.5065459999999999
Wikipedia (en),Zlib,60,12b,0.514742
Wikipedia (en),Zlib,70,12b,0.534162
Wikipedia (en),Zlib,80,12b,0.511727
Wikipedia (en),Zlib,90,12b,0.5177430000000001
Wikipedia (en),Gradient,0,160m,0.5051654999999999
Wikipedia (en),Gradient,10,160m,0.503891
Wikipedia (en),Gradient,20,160m,0.5078845000000001
Wikipedia (en),Gradient,30,160m,0.5049675
Wikipedia (en),Gradient,40,160m,0.510513
Wikipedia (en),Gradient,50,160m,0.5118035000000001
Wikipedia (en),Gradient,60,160m,0.502861
Wikipedia (en),Gradient,70,160m,0.5035065
Wikipedia (en),Gradient,80,160m,0.5029345000000001
Wikipedia (en),Gradient,90,160m,0.5046309999999999
Wikipedia (en),Gradient,0,410m,0.507582
Wikipedia (en),Gradient,10,410m,0.5026755
Wikipedia (en),Gradient,20,410m,0.5107665
Wikipedia (en),Gradient,30,410m,0.5112585
Wikipedia (en),Gradient,40,410m,0.5266115
Wikipedia (en),Gradient,50,410m,0.509344
Wikipedia (en),Gradient,60,410m,0.527137
Wikipedia (en),Gradient,70,410m,0.5286065
Wikipedia (en),Gradient,80,410m,0.5018555
Wikipedia (en),Gradient,90,410m,0.5077495000000001
Wikipedia (en),Gradient,0,1b,0.5020215
Wikipedia (en),Gradient,10,1b,0.5077335
Wikipedia (en),Gradient,20,1b,0.5138794999999999
Wikipedia (en),Gradient,30,1b,0.5085755000000001
Wikipedia (en),Gradient,40,1b,0.5107615000000001
Wikipedia (en),Gradient,50,1b,0.5198280000000001
Wikipedia (en),Gradient,60,1b,0.5362824999999999
Wikipedia (en),Gradient,70,1b,0.5098525
Wikipedia (en),Gradient,80,1b,0.5081455
Wikipedia (en),Gradient,90,1b,0.50071
Wikipedia (en),Gradient,0,2.8b,0.5103884999999999
Wikipedia (en),Gradient,10,2.8b,0.516496
Wikipedia (en),Gradient,20,2.8b,0.51586
Wikipedia (en),Gradient,30,2.8b,0.531229
Wikipedia (en),Gradient,40,2.8b,0.513569
Wikipedia (en),Gradient,50,2.8b,0.5046314999999999
Wikipedia (en),Gradient,60,2.8b,0.549194
Wikipedia (en),Gradient,70,2.8b,0.529717
Wikipedia (en),Gradient,80,2.8b,0.52789
Wikipedia (en),Gradient,90,2.8b,0.5115155
Wikipedia (en),Gradient,0,6.9b,0.5008065
Wikipedia (en),Gradient,10,6.9b,0.5147705
Wikipedia (en),Gradient,20,6.9b,0.5110795
Wikipedia (en),Gradient,30,6.9b,0.5281405000000001
Wikipedia (en),Gradient,40,6.9b,0.510275
Wikipedia (en),Gradient,50,6.9b,0.509013
Wikipedia (en),Gradient,60,6.9b,0.536866
Wikipedia (en),Gradient,70,6.9b,0.526097
Wikipedia (en),Gradient,80,6.9b,0.5142829999999999
Wikipedia (en),Gradient,90,6.9b,0.5152634999999999
Wikipedia (en),Gradient,0,12b,0.5015045
Wikipedia (en),Gradient,10,12b,0.5019979999999999
Wikipedia (en),Gradient,20,12b,0.5236095
Wikipedia (en),Gradient,30,12b,0.5247364999999999
Wikipedia (en),Gradient,40,12b,0.509161
Wikipedia (en),Gradient,50,12b,0.5177065
Wikipedia (en),Gradient,60,12b,0.5079434999999999
Wikipedia (en),Gradient,70,12b,0.5129665
Wikipedia (en),Gradient,80,12b,0.5100199999999999
Wikipedia (en),Gradient,90,12b,0.5076980000000001
Wikipedia (en),Refer,0,160m,0.5074365
Wikipedia (en),Refer,10,160m,0.5012195
Wikipedia (en),Refer,20,160m,0.518308
Wikipedia (en),Refer,30,160m,0.5069794999999999
Wikipedia (en),Refer,40,160m,0.519651
Wikipedia (en),Refer,50,160m,0.5082340000000001
Wikipedia (en),Refer,60,160m,0.542581
Wikipedia (en),Refer,70,160m,0.51044
Wikipedia (en),Refer,80,160m,0.5235209999999999
Wikipedia (en),Refer,90,160m,0.518426
Wikipedia (en),Refer,0,410m,0.5074365
Wikipedia (en),Refer,10,410m,0.5013445
Wikipedia (en),Refer,20,410m,0.5185200000000001
Wikipedia (en),Refer,30,410m,0.5069024999999999
Wikipedia (en),Refer,40,410m,0.5197174999999999
Wikipedia (en),Refer,50,410m,0.508076
Wikipedia (en),Refer,60,410m,0.542557
Wikipedia (en),Refer,70,410m,0.5103854999999999
Wikipedia (en),Refer,80,410m,0.5234544999999999
Wikipedia (en),Refer,90,410m,0.518426
Wikipedia (en),Refer,0,1b,0.5077959999999999
Wikipedia (en),Refer,10,1b,0.5010804999999999
Wikipedia (en),Refer,20,1b,0.5184314999999999
Wikipedia (en),Refer,30,1b,0.506991
Wikipedia (en),Refer,40,1b,0.5195395
Wikipedia (en),Refer,50,1b,0.5084765
Wikipedia (en),Refer,60,1b,0.5425534999999999
Wikipedia (en),Refer,70,1b,0.510211
Wikipedia (en),Refer,80,1b,0.5234400000000001
Wikipedia (en),Refer,90,1b,0.518426
Wikipedia (en),Refer,0,2.8b,0.5077959999999999
Wikipedia (en),Refer,10,2.8b,0.5010804999999999
Wikipedia (en),Refer,20,2.8b,0.5184314999999999
Wikipedia (en),Refer,30,2.8b,0.506991
Wikipedia (en),Refer,40,2.8b,0.5195395
Wikipedia (en),Refer,50,2.8b,0.5084765
Wikipedia (en),Refer,60,2.8b,0.5425534999999999
Wikipedia (en),Refer,70,2.8b,0.510211
Wikipedia (en),Refer,80,2.8b,0.5234400000000001
Wikipedia (en),Refer,90,2.8b,0.518426
Wikipedia (en),Refer,0,6.9b,0.5074365
Wikipedia (en),Refer,10,6.9b,0.5013445
Wikipedia (en),Refer,20,6.9b,0.518251
Wikipedia (en),Refer,30,6.9b,0.5068705
Wikipedia (en),Refer,40,6.9b,0.519647
Wikipedia (en),Refer,50,6.9b,0.5083230000000001
Wikipedia (en),Refer,60,6.9b,0.5425035
Wikipedia (en),Refer,70,6.9b,0.5104059999999999
Wikipedia (en),Refer,80,6.9b,0.5234865
Wikipedia (en),Refer,90,6.9b,0.518426
Wikipedia (en),Refer,0,12b,0.5074365
Wikipedia (en),Refer,10,12b,0.5013445
Wikipedia (en),Refer,20,12b,0.5184365
Wikipedia (en),Refer,30,12b,0.507101
Wikipedia (en),Refer,40,12b,0.519629
Wikipedia (en),Refer,50,12b,0.508454
Wikipedia (en),Refer,60,12b,0.542573
Wikipedia (en),Refer,70,12b,0.510151
Wikipedia (en),Refer,80,12b,0.52354
Wikipedia (en),Refer,90,12b,0.518426
Wikipedia (en),CCD,0,160m,0.5050095
Wikipedia (en),CCD,10,160m,0.512639
Wikipedia (en),CCD,20,160m,0.504661
Wikipedia (en),CCD,30,160m,0.501212
Wikipedia (en),CCD,40,160m,0.5061825
Wikipedia (en),CCD,50,160m,0.5022155
Wikipedia (en),CCD,60,160m,0.5119819999999999
Wikipedia (en),CCD,70,160m,0.500972
Wikipedia (en),CCD,80,160m,0.5035189999999999
Wikipedia (en),CCD,90,160m,0.5115995
Wikipedia (en),CCD,0,410m,0.5358704999999999
Wikipedia (en),CCD,10,410m,0.5083455
Wikipedia (en),CCD,20,410m,0.5148225
Wikipedia (en),CCD,30,410m,0.50528
Wikipedia (en),CCD,40,410m,0.500964
Wikipedia (en),CCD,50,410m,0.511883
Wikipedia (en),CCD,60,410m,0.505046
Wikipedia (en),CCD,70,410m,0.5018320000000001
Wikipedia (en),CCD,80,410m,0.5146485
Wikipedia (en),CCD,90,410m,0.5218305
Wikipedia (en),CCD,0,1b,0.539039
Wikipedia (en),CCD,10,1b,0.5093055
Wikipedia (en),CCD,20,1b,0.5000005
Wikipedia (en),CCD,30,1b,0.5204985
Wikipedia (en),CCD,40,1b,0.5163194999999999
Wikipedia (en),CCD,50,1b,0.5032475000000001
Wikipedia (en),CCD,60,1b,0.501383
Wikipedia (en),CCD,70,1b,0.5306815
Wikipedia (en),CCD,80,1b,0.514622
Wikipedia (en),CCD,90,1b,0.517532
Wikipedia (en),CCD,0,2.8b,0.5365615
Wikipedia (en),CCD,10,2.8b,0.500723
Wikipedia (en),CCD,20,2.8b,0.5015455
Wikipedia (en),CCD,30,2.8b,0.506327
Wikipedia (en),CCD,40,2.8b,0.514694
Wikipedia (en),CCD,50,2.8b,0.532474
Wikipedia (en),CCD,60,2.8b,0.5171075
Wikipedia (en),CCD,70,2.8b,0.5003420000000001
Wikipedia (en),CCD,80,2.8b,0.5010905
Wikipedia (en),CCD,90,2.8b,0.51375
Wikipedia (en),CCD,0,6.9b,0.5513855000000001
Wikipedia (en),CCD,10,6.9b,0.5094730000000001
Wikipedia (en),CCD,20,6.9b,0.506564
Wikipedia (en),CCD,30,6.9b,0.524281
Wikipedia (en),CCD,40,6.9b,0.5054455
Wikipedia (en),CCD,50,6.9b,0.510211
Wikipedia (en),CCD,60,6.9b,0.5087919999999999
Wikipedia (en),CCD,70,6.9b,0.5078635
Wikipedia (en),CCD,80,6.9b,0.5120795
Wikipedia (en),CCD,90,6.9b,0.5026115
Wikipedia (en),CCD,0,12b,0.5489525
Wikipedia (en),CCD,10,12b,0.5055315
Wikipedia (en),CCD,20,12b,0.5024649999999999
Wikipedia (en),CCD,30,12b,0.509182
Wikipedia (en),CCD,40,12b,0.5023470000000001
Wikipedia (en),CCD,50,12b,0.512194
Wikipedia (en),CCD,60,12b,0.5080439999999999
Wikipedia (en),CCD,70,12b,0.5058055
Wikipedia (en),CCD,80,12b,0.505878
Wikipedia (en),CCD,90,12b,0.509694
Wikipedia (en),PAC,0,160m,0.5052384999999999
Wikipedia (en),PAC,10,160m,0.5069239999999999
Wikipedia (en),PAC,20,160m,0.513432
Wikipedia (en),PAC,30,160m,0.501308
Wikipedia (en),PAC,40,160m,0.503077
Wikipedia (en),PAC,50,160m,0.515938
Wikipedia (en),PAC,60,160m,0.52743
Wikipedia (en),PAC,70,160m,0.5040720000000001
Wikipedia (en),PAC,80,160m,0.524626
Wikipedia (en),PAC,90,160m,0.5093690000000001
Wikipedia (en),PAC,0,410m,0.517671
Wikipedia (en),PAC,10,410m,0.50353
Wikipedia (en),PAC,20,410m,0.5012239999999999
Wikipedia (en),PAC,30,410m,0.5091060000000001
Wikipedia (en),PAC,40,410m,0.502088
Wikipedia (en),PAC,50,410m,0.510872
Wikipedia (en),PAC,60,410m,0.507127
Wikipedia (en),PAC,70,410m,0.5006889999999999
Wikipedia (en),PAC,80,410m,0.524231
Wikipedia (en),PAC,90,410m,0.503196
Wikipedia (en),PAC,0,1b,0.5158020000000001
Wikipedia (en),PAC,10,1b,0.50372
Wikipedia (en),PAC,20,1b,0.504593
Wikipedia (en),PAC,30,1b,0.501803
Wikipedia (en),PAC,40,1b,0.505759
Wikipedia (en),PAC,50,1b,0.5154780000000001
Wikipedia (en),PAC,60,1b,0.515605
Wikipedia (en),PAC,70,1b,0.51265
Wikipedia (en),PAC,80,1b,0.5229820000000001
Wikipedia (en),PAC,90,1b,0.506648
Wikipedia (en),PAC,0,2.8b,0.511404
Wikipedia (en),PAC,10,2.8b,0.502183
Wikipedia (en),PAC,20,2.8b,0.501757
Wikipedia (en),PAC,30,2.8b,0.5133319999999999
Wikipedia (en),PAC,40,2.8b,0.506637
Wikipedia (en),PAC,50,2.8b,0.510121
Wikipedia (en),PAC,60,2.8b,0.526535
Wikipedia (en),PAC,70,2.8b,0.513968
Wikipedia (en),PAC,80,2.8b,0.5214650000000001
Wikipedia (en),PAC,90,2.8b,0.5036670000000001
Wikipedia (en),PAC,0,6.9b,0.507956
Wikipedia (en),PAC,10,6.9b,0.50563
Wikipedia (en),PAC,20,6.9b,0.503611
Wikipedia (en),PAC,30,6.9b,0.5041990000000001
Wikipedia (en),PAC,40,6.9b,0.5061370000000001
Wikipedia (en),PAC,50,6.9b,0.5142869999999999
Wikipedia (en),PAC,60,6.9b,0.5190939999999999
Wikipedia (en),PAC,70,6.9b,0.508166
Wikipedia (en),PAC,80,6.9b,0.519669
Wikipedia (en),PAC,90,6.9b,0.5003839999999999
Wikipedia (en),PAC,0,12b,0.5143599999999999
Wikipedia (en),PAC,10,12b,0.510317
Wikipedia (en),PAC,20,12b,0.506075
Wikipedia (en),PAC,30,12b,0.512377
Wikipedia (en),PAC,40,12b,0.503923
